paper_id,fetch_date,fetch_status,source
midus_doi_10_1080_17439760_2025_2469515,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001618,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_2153599X_2026_2617648,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_26895269_2024_2447785,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120387,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_00472778_2025_2465380,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_ijpsycho_2026_113350,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s00421_025_05887_y,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_00224499_2026_2627658,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psychres_2026_117063,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2026_122029,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3390_metabo16040265,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2026_2648698,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geroni_igaf133,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbih_2026_101194,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_15248380261439146,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_bjhp_70044,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_09658211_2026_2617345,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08902070251356148,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107714,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_15366367_2026_2661304,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_21568693241300627,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_10826084_2025_2570882,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbag079,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2026_121235,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_jclp_70138,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_psyp_70267,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3390_famsci2020014,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10902_026_01059_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_10422587261415935,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643261457481,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_rssm_2026_101151,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2026_106806,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_07334648251343924,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120851,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf246,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_sjop_70051,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001494,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pag0000938,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_2196_87374,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s12529_025_10370_1,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2026_121543,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psychres_2026_116983,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pspp0000577,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643261445760,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2025_2567481,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_02654075261422593,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001467,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2026_2664079,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_10422587251371486,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_rep0000667,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2025_106243,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_2147_nss_S578237,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_amp0001513,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_tra0002030,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1038_s44271_026_00396_w,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_13591053251329060,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_rel0000581,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120221,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_scs_70200,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107704,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2026_119196,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001500,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10902_026_01050_2,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pag0000937,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643261451071,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_22799036261418437,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_isci_2026_116294,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_sleh_2026_03_004,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_psyp_70309,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jbusvent_2025_106556,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643241296995,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2025_2562139,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2026_107916,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s11357_025_01728_0,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120881,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_ajh_hpaf165,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_chiabu_2026_107926,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pag0000976,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_cncr_70344,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643241303589,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_maturitas_2026_108996,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_socrel_srae038,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_biopsycho_2026_109247,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_cdp0000728,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf227,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpsychores_2025_112509,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_jclp_70082,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jagp_2025_08_011,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13668803_2024_2333872,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf220,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120426,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_janxdis_2025_103095,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1017_S0033291726104577,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1186_s12888_026_07902_8,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_emo0001654,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_aggp_2025_100212,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2024_07_019,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_2196_76453,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_bsa3_70013,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf143,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbih_2025_101122,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_2196_67438,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_janxdis_2025_102978,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107553,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3390_nu16233995,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3389_fpubh_2025_1485371,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_30495334251389181,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10902_025_00970_9,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_07334648241273337,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_30495334251390797,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_NNR_0000000000000810,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2025_117903,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpain_2025_105376,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1038_s41598_025_95058_y,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_01461672241233433,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_sleh_2024_11_005,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_13591053241300102,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001524,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_fam0001354,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_01640275251343101,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_17439760_2025_2542234,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_JOM_0000000000003394,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf132,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13548506_2025_2450546,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107527,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_paid_2025_113044,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10804_024_09503_9,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_pm_pnae131,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_07420528_2025_2556840,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3389_fpubh_2025_1632838,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psychsport_2024_102777,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_healthplace_2025_103532,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001419,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf016,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s11205_024_03458_w,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001350,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_jopy_12927,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_MLR_0000000000002126,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2025_117912,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_10775595251387057,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s00127_024_02654_w,2026-06-24T15:48:30Z,success,midus_web
midus_doi_doi_org_10_1002_jts_23138,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_01640275241290279,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_trm0000561,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf261,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2025_118676,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s13679_024_00603_x,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_mex_2025_103635,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1152_japplphysiol_00886_2024,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_aphw_70012,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2024_12_007,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_gerona_glaf104,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_ypmed_2025_108225,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_13591053251392415,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_chiabu_2024_106864,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pag0000841,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_abm_kaaf064,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf081,2026-06-24T15:48:30Z,success,midus_web
midus_doi_doi_org_10_1002_alz_70833,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_neurobiolaging_2025_07_015,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10804_024_09495_6,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2025_118585,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_24095_hpcdp_45_4_02,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geront_gnaf035,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_02654075241307976,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001390,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10865_024_00528_9,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbae204,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_ijop_70064,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10519_025_10220_6,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geroni_igaf099,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pspi0000465,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_shaw_2025_05_005,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_psyp_70105,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbae201,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_15248380241280955,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_alcr_2025_100704,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_geronb_gbaf067,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2024_2396066,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_paid_2025_113389,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s12144_024_06956_9,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1371_journal_pone_0311074,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_25152459251355585,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_ajsp_70045,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_15332985_2024_2432659,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_abm_kaae072,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_23409444241297996,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_17439760_2024_2314288,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_cou0000801,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpain_2025_105458,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13607863_2025_2519672,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_03601277_2024_2417455,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pspp0000535,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2025_117936,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1371_journal_pone_0324156,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1371_journal_pone_0319002,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_01640275241312195,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1159_000547529,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_31577_sp_2025_04_930,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643231218474,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001378,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_08870446_2023_2259929,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10869_024_09987_y,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_ijpsycho_2025_112517,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_biopsycho_2025_109163,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001409,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbih_2025_101096,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s40750_025_00256_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001389,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001565,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_13872877251320861,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jbusres_2025_115495,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_21641846_2025_2466401,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s40615_024_02121_x,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08902070241293967,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_13548506_2025_2581230,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10902_025_00870_y,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_aphw_12637,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_emo0001512,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1038_s41598_025_07222_z,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jvb_2025_104095,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_workar_waae022,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1371_journal_pone_0330385,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s12110_025_09497_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_26437015_2025_2532775,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_j_pain_0000000000003687,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_pere_12586,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_famp_13077,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1097_PSY_0000000000001386,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_jcop_23158,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1038_s41467_024_55296_6,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2025_106116,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_17501911_2025_2568301,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10597_025_01500_w,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_fare_13087,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_abm_kaae086,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_aca0000805,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_postmj_qgaf101,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1098_rspb_2024_2319,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_socrel_sraf005,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bja_2024_09_015,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_paid_2024_112925,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643241237832,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_pere_70027,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_bjhp_12781,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3390_healthcare13080846,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_00131644241261271,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_08870446_2024_2352182,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107582,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpsychires_2025_01_060,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpsychores_2025_112347,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_ajim_23686,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_25424823251349147,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psyneuen_2025_107614,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s11357_024_01335_5,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1186_s12931_025_03247_0,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10522_025_10307_x,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_21677026241301057,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_diabres_2025_112165,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10865_025_00603_9,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_01461672231224991,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_23794607251388787,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s10654_025_01286_x,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_ijchp_2025_100555,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1186_s12883_025_04185_6,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_job_2861,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_pspp0000531,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_rel0000605,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001426,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2025_03_018,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1038_s44271_025_00313_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_fare_13151,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_paid_2024_112849,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jpsychores_2024_112031,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_00914150241267994,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbih_2025_101052,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_jad_2025_120035,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_janxdis_2025_103052,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_dev0001993,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_psychres_2024_116275,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_maturitas_2024_108010,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbih_2024_100815,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_15305058_2024_2364176,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3389_fsci_2024_1389481,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s12018_024_09304_4,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_bbi_2023_09_025,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1093_sleep_zsae142,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1037_hea0001379,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_jopy_12818,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1016_j_socscimed_2023_116494,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1002_smi_3327,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1186_s12933_024_02505_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3390_antiox13121434,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_3389_frsle_2024_1403818,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_00914150231219007,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_23337214241239147,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1111_psyg_13046,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_08982643231209482,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_13591053241235751,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1177_00912174231187841,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s11482_024_10344_7,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1007_s40653_023_00594_2,2026-06-24T15:48:30Z,success,midus_web
midus_doi_10_1080_08870446_2022_2092866,2026-06-24T15:48:30Z,success,midus_web
