birth_week,death_year,deaths_total,birth_year,group,study,age,week_in_year,treated,rate,log_rate,study_name
3-9 February 1960,1988,2.0,1960,2,NCDS 1958,28,1,0,0.124293083089926,-2.08511292891707,NCDS
10-16 February 1960,1988,10.0,1960,2,NCDS 1958,28,2,0,0.62146541544963,-0.475675016482968,NCDS
17-23 February 1960,1988,12.0,1960,2,NCDS 1958,28,3,0,0.745758498539556,-0.293353459689013,NCDS
24-1 Feb/March 1960,1988,15.0,1960,2,NCDS 1958,28,4,0,0.932198123174445,-0.070209908374803,NCDS
3-9 March 1960,1988,8.0,1960,2,NCDS 1958,28,5,0,0.497172332359704,-0.698818567797177,NCDS
10-16 March 1960,1988,11.0,1960,2,NCDS 1958,28,6,0,0.683611956994593,-0.380364836678643,NCDS
17-23 March 1960,1988,7.0,1960,2,NCDS 1958,28,7,0,0.435025790814741,-0.8323499604217,NCDS
24-30 March 1960,1988,8.0,1960,2,NCDS 1958,28,8,0,0.497172332359704,-0.698818567797177,NCDS
31-6 March/April 1960,1988,9.0,1960,2,NCDS 1958,28,9,0,0.559318873904667,-0.581035532140794,NCDS
8-14 March 1968,1988,11.0,1968,3,BCS70 1970,20,1,0,0.658377100447397,-0.417977410832585,BCS70
15-21 March 1968,1988,10.0,1968,3,BCS70 1970,20,2,0,0.598524636770361,-0.51328759063691,BCS70
22-28 March 1968,1988,7.0,1968,3,BCS70 1970,20,3,0,0.418967245739253,-0.869962534575643,BCS70
29-4 March/April 1968,1988,4.0,1968,3,BCS70 1970,20,4,0,0.239409854708144,-1.42957832251107,BCS70
5-11 April 1968,1988,11.0,1968,3,BCS70 1970,20,5,0,0.658377100447397,-0.417977410832585,BCS70
12-18 April 1968,1988,17.0,1968,3,BCS70 1970,20,6,0,1.01749188250961,0.0173406604252601,BCS70
19-25 April 1968,1988,11.0,1968,3,BCS70 1970,20,7,0,0.658377100447397,-0.417977410832585,BCS70
26-2 April/May 1968,1988,9.0,1968,3,BCS70 1970,20,8,0,0.538672173093325,-0.618648106294737,BCS70
3-9 May 1968,1988,5.0,1968,3,BCS70 1970,20,9,0,0.299262318385181,-1.20643477119686,BCS70
8-14 March 1969,1988,5.0,1969,3,BCS70 1970,19,1,0,0.309635868218974,-1.17235829055659,BCS70
15-21 March 1969,1988,8.0,1969,3,BCS70 1970,19,2,0,0.495417389150359,-0.702354661310859,BCS70
22-28 March 1969,1988,12.0,1969,3,BCS70 1970,19,3,0,0.743126083725539,-0.296889553202694,BCS70
29-4 March/April 1969,1988,14.0,1969,3,BCS70 1970,19,4,0,0.866980431013129,-0.142738873375436,BCS70
5-11 April 1969,1988,15.0,1969,3,BCS70 1970,19,5,0,0.928907604656923,-0.0737460018884843,BCS70
12-18 April 1969,1988,10.0,1969,3,BCS70 1970,19,6,0,0.619271736437949,-0.479211109996649,BCS70
19-25 April 1969,1988,6.0,1969,3,BCS70 1970,19,7,0,0.371563041862769,-0.990036733762639,BCS70
26-2 April/May 1969,1988,11.0,1969,3,BCS70 1970,19,8,0,0.681198910081744,-0.383900930192324,BCS70
3-9 May 1969,1988,8.0,1969,3,BCS70 1970,19,9,0,0.495417389150359,-0.702354661310859,BCS70
8-14 March 1970,1988,10.0,1970,3,BCS70 1970,18,1,0,0.655651717807501,-0.422125549001272,BCS70
15-21 March 1970,1988,16.0,1970,3,BCS70 1970,18,2,0,1.049042748492,0.047878080244464,BCS70
22-28 March 1970,1988,7.0,1970,3,BCS70 1970,18,3,0,0.45895620246525,-0.778800492940004,BCS70
29-4 March/April 1970,1988,13.0,1970,3,BCS70 1970,18,4,0,0.852347233149751,-0.159761284533781,BCS70
5-11 April 1970,1988,14.0,1970,3,BCS70 1970,18,5,1,0.917912404930501,-0.0856533123800586,BCS70
12-18 April 1970,1988,10.0,1970,3,BCS70 1970,18,6,0,0.655651717807501,-0.422125549001272,BCS70
19-25 April 1970,1988,6.0,1970,3,BCS70 1970,18,7,0,0.3933910306845,-0.932951172767262,BCS70
26-2 April/May 1970,1988,8.0,1970,3,BCS70 1970,18,8,0,0.524521374246001,-0.645269100315481,BCS70
3-9 May 1970,1988,11.0,1970,3,BCS70 1970,18,9,0,0.721216889588251,-0.326815369196947,BCS70
8-14 March 1971,1988,11.0,1971,3,BCS70 1970,17,1,0,0.693153533507672,-0.366503755257486,BCS70
15-21 March 1971,1988,3.0,1971,3,BCS70 1970,17,2,0,0.18904187277482,-1.66578673938775,BCS70
22-28 March 1971,1988,4.0,1971,3,BCS70 1970,17,3,0,0.252055830366426,-1.37810466693597,BCS70
29-4 March/April 1971,1988,7.0,1971,3,BCS70 1970,17,4,0,0.441097703141246,-0.818488879000543,BCS70
5-11 April 1971,1988,8.0,1971,3,BCS70 1970,17,5,0,0.504111660732852,-0.68495748637602,BCS70
12-18 April 1971,1988,4.0,1971,3,BCS70 1970,17,6,0,0.252055830366426,-1.37810466693597,BCS70
19-25 April 1971,1988,7.0,1971,3,BCS70 1970,17,7,0,0.441097703141246,-0.818488879000543,BCS70
26-2 April/May 1971,1988,10.0,1971,3,BCS70 1970,17,8,0,0.630139575916065,-0.461813935061811,BCS70
3-9 May 1971,1988,8.0,1971,3,BCS70 1970,17,9,0,0.504111660732852,-0.68495748637602,BCS70
8-14 March 1972,1988,6.0,1972,3,BCS70 1970,16,1,0,0.403354565469488,-0.907939288785096,BCS70
15-21 March 1972,1988,4.0,1972,3,BCS70 1970,16,2,0,0.268903043646325,-1.31340439689326,BCS70
22-28 March 1972,1988,8.0,1972,3,BCS70 1970,16,3,0,0.537806087292651,-0.620257216333315,BCS70
29-4 March/April 1972,1988,5.0,1972,3,BCS70 1970,16,4,0,0.336128804557907,-1.09026084557905,BCS70
5-11 April 1972,1988,5.0,1972,3,BCS70 1970,16,5,0,0.336128804557907,-1.09026084557905,BCS70
12-18 April 1972,1988,2.0,1972,3,BCS70 1970,16,6,0,0.134451521823163,-2.00655157745321,BCS70
19-25 April 1972,1988,1.0,1972,3,BCS70 1970,16,7,0,0.0672257609115813,-2.69969875801315,BCS70
26-2 April/May 1972,1988,5.0,1972,3,BCS70 1970,16,8,0,0.336128804557907,-1.09026084557905,BCS70
3-9 May 1972,1988,4.0,1972,3,BCS70 1970,16,9,0,0.268903043646325,-1.31340439689326,BCS70
3-9 February 1944,1989,20.0,1944,1,NSHD 1946,45,1,0,1.36777855665168,0.313187932304749,NSHD
10-16 February 1944,1989,29.0,1944,1,NSHD 1946,45,2,0,1.98327890714493,0.684751488737232,NSHD
17-23 February 1944,1989,25.0,1944,1,NSHD 1946,45,3,0,1.7097231958146,0.536331483618959,NSHD
24-1 Feb/March 1944,1989,38.0,1944,1,NSHD 1946,45,4,0,2.59877925763819,0.955041818477144,NSHD
3-9 March 1944,1989,32.0,1944,1,NSHD 1946,45,5,0,2.18844569064269,0.783191561550485,NSHD
10-16 March 1944,1989,30.0,1944,1,NSHD 1946,45,6,0,2.05166783497752,0.718653040412914,NSHD
17-23 March 1944,1989,25.0,1944,1,NSHD 1946,45,7,0,1.7097231958146,0.536331483618959,NSHD
24-30 March 1944,1989,37.0,1944,1,NSHD 1946,45,8,0,2.5303903298056,0.928373571394983,NSHD
31-6 March/April 1944,1989,41.0,1944,1,NSHD 1946,45,9,0,2.80394604113594,1.03102772545507,NSHD
3-9 February 1945,1989,30.0,1945,1,NSHD 1946,44,1,0,2.18420094648708,0.781250062114918,NSHD
10-16 February 1945,1989,23.0,1945,1,NSHD 1946,44,2,0,1.67455405897343,0.515546896381913,NSHD
17-23 February 1945,1989,25.0,1945,1,NSHD 1946,44,3,0,1.8201674554059,0.598928505320964,NSHD
24-2 Feb/March 1945,1989,29.0,1945,1,NSHD 1946,44,4,0,2.11139424827084,0.747348510439237,NSHD
3-9 March 1945,1989,29.0,1945,1,NSHD 1946,44,5,0,2.11139424827084,0.747348510439237,NSHD
10-16 March 1945,1989,32.0,1945,1,NSHD 1946,44,6,0,2.32981434291955,0.845788583252489,NSHD
17-23 March 1945,1989,28.0,1945,1,NSHD 1946,44,7,0,2.03858755005461,0.712257190627967,NSHD
24-30 March 1945,1989,21.0,1945,1,NSHD 1946,44,8,0,1.52894066254095,0.424575118176186,NSHD
31-6 March/April 1945,1989,32.0,1945,1,NSHD 1946,44,9,0,2.32981434291955,0.845788583252489,NSHD
3-9 February 1946,1989,18.0,1946,1,NSHD 1946,43,1,0,1.28410914927769,0.250065208880474,NSHD
10-16 February 1946,1989,24.0,1946,1,NSHD 1946,43,2,0,1.71214553237025,0.537747281332255,NSHD
17-23 February 1946,1989,26.0,1946,1,NSHD 1946,43,3,0,1.85482432673444,0.617789989005792,NSHD
24-2 Feb/March 1946,1989,17.0,1946,1,NSHD 1946,43,4,0,1.21276975209559,0.192906795040526,NSHD
3-9 March 1946,1989,17.0,1946,1,NSHD 1946,43,5,1,1.21276975209559,0.192906795040526,NSHD
10-16 March 1946,1989,17.0,1946,1,NSHD 1946,43,6,0,1.21276975209559,0.192906795040526,NSHD
17-23 March 1946,1989,14.0,1946,1,NSHD 1946,43,7,0,0.998751560549313,-0.0012492194004319,NSHD
24-30 March 1946,1989,22.0,1946,1,NSHD 1946,43,8,0,1.56946673800606,0.450735904342625,NSHD
31-6 March/April 1946,1989,31.0,1946,1,NSHD 1946,43,9,0,2.21152131264491,0.793680655469456,NSHD
3-9 February 1947,1989,15.0,1947,1,NSHD 1946,42,1,0,0.814188593217809,-0.205563252815119,NSHD
10-16 February 1947,1989,24.0,1947,1,NSHD 1946,42,2,0,1.30270174914849,0.264440376430616,NSHD
17-23 February 1947,1989,29.0,1947,1,NSHD 1946,42,3,0,1.57409794688776,0.453682376069144,NSHD
24-2 Feb/March 1947,1989,29.0,1947,1,NSHD 1946,42,4,0,1.57409794688776,0.453682376069144,NSHD
3-9 March 1947,1989,21.0,1947,1,NSHD 1946,42,5,0,1.13986403050493,0.130908983806093,NSHD
10-16 March 1947,1989,25.0,1947,1,NSHD 1946,42,6,0,1.35698098869635,0.305262370950871,NSHD
17-23 March 1947,1989,27.0,1947,1,NSHD 1946,42,7,0,1.46553946779206,0.382223412086999,NSHD
24-30 March 1947,1989,21.0,1947,1,NSHD 1946,42,8,0,1.13986403050493,0.130908983806093,NSHD
31-6 March/April 1947,1989,29.0,1947,1,NSHD 1946,42,9,0,1.57409794688776,0.453682376069144,NSHD
3-9 February 1948,1989,30.0,1948,1,NSHD 1946,41,1,0,1.85270958777212,0.61664920958722,NSHD
10-16 February 1948,1989,26.0,1948,1,NSHD 1946,41,2,0,1.60568164273583,0.473548365946547,NSHD
17-23 February 1948,1989,25.0,1948,1,NSHD 1946,41,3,0,1.54392465647676,0.434327652793266,NSHD
24-1 Feb/March 1948,1989,14.0,1948,1,NSHD 1946,41,4,0,0.864597807626988,-0.145490842459676,NSHD
3-9 March 1948,1989,26.0,1948,1,NSHD 1946,41,5,0,1.60568164273583,0.473548365946547,NSHD
10-16 March 1948,1989,22.0,1948,1,NSHD 1946,41,6,0,1.35865369769955,0.306494281283381,NSHD
17-23 March 1948,1989,13.0,1948,1,NSHD 1946,41,7,0,0.802840821367917,-0.219598814613398,NSHD
24-30 March 1948,1989,21.0,1948,1,NSHD 1946,41,8,0,1.29689671144048,0.259974265648488,NSHD
31-6 March/April 1948,1989,28.0,1948,1,NSHD 1946,41,9,0,1.72919561525398,0.547656338100269,NSHD
3-9 February 1956,1989,13.0,1956,2,NCDS 1958,33,1,0,0.923951670220327,-0.0790955136647609,NCDS
10-16 February 1956,1989,9.0,1956,2,NCDS 1958,33,2,0,0.639658848614073,-0.446820293790078,NCDS
17-23 February 1956,1989,10.0,1956,2,NCDS 1958,33,3,0,0.710732054015636,-0.341459778132252,NCDS
24-1 Feb/March 1956,1989,9.0,1956,2,NCDS 1958,33,4,0,0.639658848614073,-0.446820293790078,NCDS
3-9 March 1956,1989,11.0,1956,2,NCDS 1958,33,5,0,0.7818052594172,-0.246149598327927,NCDS
10-16 March 1956,1989,9.0,1956,2,NCDS 1958,33,6,0,0.639658848614073,-0.446820293790078,NCDS
17-23 March 1956,1989,11.0,1956,2,NCDS 1958,33,7,0,0.7818052594172,-0.246149598327927,NCDS
24-30 March 1956,1989,6.0,1956,2,NCDS 1958,33,8,0,0.426439232409382,-0.852285401898243,NCDS
31-6 March/April 1956,1989,10.0,1956,2,NCDS 1958,33,9,0,0.710732054015636,-0.341459778132252,NCDS
3-9 February 1957,1989,11.0,1957,2,NCDS 1958,32,1,0,0.769728670643598,-0.261717202020879,NCDS
10-16 February 1957,1989,8.0,1957,2,NCDS 1958,32,2,0,0.559802669558981,-0.580170933139413,NCDS
17-23 February 1957,1989,20.0,1957,2,NCDS 1958,32,3,0,1.39950667389745,0.336119798734742,NCDS
24-2 Feb/March 1957,1989,11.0,1957,2,NCDS 1958,32,4,0,0.769728670643598,-0.261717202020879,NCDS
3-9 March 1957,1989,11.0,1957,2,NCDS 1958,32,5,0,0.769728670643598,-0.261717202020879,NCDS
10-16 March 1957,1989,14.0,1957,2,NCDS 1958,32,6,0,0.979654671728216,-0.0205551452039906,NCDS
17-23 March 1957,1989,13.0,1957,2,NCDS 1958,32,7,0,0.909679338033343,-0.0946631173577126,NCDS
24-30 March 1957,1989,7.0,1957,2,NCDS 1958,32,8,0,0.489827335864108,-0.713702325763936,NCDS
31-6 March/April 1957,1989,14.0,1957,2,NCDS 1958,32,9,0,0.979654671728216,-0.0205551452039906,NCDS
3-9 February 1958,1989,7.0,1958,2,NCDS 1958,31,1,0,0.478419847589106,-0.737266589770873,NCDS
10-16 February 1958,1989,9.0,1958,2,NCDS 1958,31,2,0,0.615111232614564,-0.485952161489967,NCDS
17-23 February 1958,1989,10.0,1958,2,NCDS 1958,31,3,0,0.683456925127294,-0.380591645832141,NCDS
24-2 Feb/March 1958,1989,7.0,1958,2,NCDS 1958,31,4,0,0.478419847589106,-0.737266589770873,NCDS
3-9 March 1958,1989,9.0,1958,2,NCDS 1958,31,5,1,0.615111232614564,-0.485952161489967,NCDS
10-16 March 1958,1989,15.0,1958,2,NCDS 1958,31,6,0,1.02518538769094,0.0248734622760234,NCDS
17-23 March 1958,1989,13.0,1958,2,NCDS 1958,31,7,0,0.888494002665482,-0.11822738136465,NCDS
24-30 March 1958,1989,10.0,1958,2,NCDS 1958,31,8,0,0.683456925127294,-0.380591645832141,NCDS
31-6 March/April 1958,1989,8.0,1958,2,NCDS 1958,31,9,0,0.546765540101835,-0.603735197146351,NCDS
3-9 February 1959,1989,7.0,1959,2,NCDS 1958,30,1,0,0.463568483965497,-0.768801150919902,NCDS
10-16 February 1959,1989,8.0,1959,2,NCDS 1958,30,2,0,0.529792553103425,-0.63526975829538,NCDS
17-23 February 1959,1989,11.0,1959,2,NCDS 1958,30,3,0,0.72846476051721,-0.316816027176845,NCDS
24-2 Feb/March 1959,1989,16.0,1959,2,NCDS 1958,30,4,0,1.05958510620685,0.0578774222645657,NCDS
3-9 March 1959,1989,6.0,1959,2,NCDS 1958,30,5,0,0.397344414827569,-0.92295183074716,NCDS
10-16 March 1959,1989,10.0,1959,2,NCDS 1958,30,6,0,0.662240691379282,-0.41212620698117,NCDS
17-23 March 1959,1989,6.0,1959,2,NCDS 1958,30,7,0,0.397344414827569,-0.92295183074716,NCDS
24-30 March 1959,1989,9.0,1959,2,NCDS 1958,30,8,0,0.596016622241354,-0.517486722638996,NCDS
31-6 March/April 1959,1989,11.0,1959,2,NCDS 1958,30,9,0,0.72846476051721,-0.316816027176845,NCDS
3-9 February 1960,1989,7.0,1960,2,NCDS 1958,29,1,0,0.435025790814741,-0.8323499604217,NCDS
10-16 February 1960,1989,10.0,1960,2,NCDS 1958,29,2,0,0.62146541544963,-0.475675016482968,NCDS
17-23 February 1960,1989,9.0,1960,2,NCDS 1958,29,3,0,0.559318873904667,-0.581035532140794,NCDS
24-1 Feb/March 1960,1989,12.0,1960,2,NCDS 1958,29,4,0,0.745758498539556,-0.293353459689013,NCDS
3-9 March 1960,1989,13.0,1960,2,NCDS 1958,29,5,0,0.807905040084519,-0.213310752015476,NCDS
10-16 March 1960,1989,11.0,1960,2,NCDS 1958,29,6,0,0.683611956994593,-0.380364836678643,NCDS
17-23 March 1960,1989,12.0,1960,2,NCDS 1958,29,7,0,0.745758498539556,-0.293353459689013,NCDS
24-30 March 1960,1989,11.0,1960,2,NCDS 1958,29,8,0,0.683611956994593,-0.380364836678643,NCDS
31-6 March/April 1960,1989,15.0,1960,2,NCDS 1958,29,9,0,0.932198123174445,-0.070209908374803,NCDS
8-14 March 1968,1989,5.0,1968,3,BCS70 1970,21,1,0,0.299262318385181,-1.20643477119686,BCS70
15-21 March 1968,1989,7.0,1968,3,BCS70 1970,21,2,0,0.418967245739253,-0.869962534575643,BCS70
22-28 March 1968,1989,6.0,1968,3,BCS70 1970,21,3,0,0.359114782062217,-1.0241132144029,BCS70
29-4 March/April 1968,1989,6.0,1968,3,BCS70 1970,21,4,0,0.359114782062217,-1.0241132144029,BCS70
5-11 April 1968,1989,8.0,1968,3,BCS70 1970,21,5,0,0.478819709416289,-0.73643114195112,BCS70
12-18 April 1968,1989,14.0,1968,3,BCS70 1970,21,6,0,0.837934491478506,-0.176815354015697,BCS70
19-25 April 1968,1989,12.0,1968,3,BCS70 1970,21,7,0,0.718229564124433,-0.330966033842956,BCS70
26-2 April/May 1968,1989,10.0,1968,3,BCS70 1970,21,8,0,0.598524636770361,-0.51328759063691,BCS70
3-9 May 1968,1989,16.0,1968,3,BCS70 1970,21,9,0,0.957639418832578,-0.0432839613911747,BCS70
8-14 March 1969,1989,9.0,1969,3,BCS70 1970,20,1,0,0.557344562794154,-0.584571625654475,BCS70
15-21 March 1969,1989,10.0,1969,3,BCS70 1970,20,2,0,0.619271736437949,-0.479211109996649,BCS70
22-28 March 1969,1989,7.0,1969,3,BCS70 1970,20,3,0,0.433490215506564,-0.835886053935381,BCS70
29-4 March/April 1969,1989,5.0,1969,3,BCS70 1970,20,4,0,0.309635868218974,-1.17235829055659,BCS70
5-11 April 1969,1989,16.0,1969,3,BCS70 1970,20,5,0,0.990834778300718,-0.0092074807509131,BCS70
12-18 April 1969,1989,8.0,1969,3,BCS70 1970,20,6,0,0.495417389150359,-0.702354661310859,BCS70
19-25 April 1969,1989,13.0,1969,3,BCS70 1970,20,7,0,0.805053257369334,-0.216846845529158,BCS70
26-2 April/May 1969,1989,12.0,1969,3,BCS70 1970,20,8,0,0.743126083725539,-0.296889553202694,BCS70
3-9 May 1969,1989,13.0,1969,3,BCS70 1970,20,9,0,0.805053257369334,-0.216846845529158,BCS70
8-14 March 1970,1989,8.0,1970,3,BCS70 1970,19,1,0,0.524521374246001,-0.645269100315481,BCS70
15-21 March 1970,1989,10.0,1970,3,BCS70 1970,19,2,0,0.655651717807501,-0.422125549001272,BCS70
22-28 March 1970,1989,12.0,1970,3,BCS70 1970,19,3,0,0.786782061369001,-0.239803992207317,BCS70
29-4 March/April 1970,1989,12.0,1970,3,BCS70 1970,19,4,0,0.786782061369001,-0.239803992207317,BCS70
5-11 April 1970,1989,10.0,1970,3,BCS70 1970,19,5,1,0.655651717807501,-0.422125549001272,BCS70
12-18 April 1970,1989,12.0,1970,3,BCS70 1970,19,6,0,0.786782061369001,-0.239803992207317,BCS70
19-25 April 1970,1989,5.0,1970,3,BCS70 1970,19,7,0,0.32782585890375,-1.11527272956122,BCS70
26-2 April/May 1970,1989,10.0,1970,3,BCS70 1970,19,8,0,0.655651717807501,-0.422125549001272,BCS70
3-9 May 1970,1989,10.0,1970,3,BCS70 1970,19,9,0,0.655651717807501,-0.422125549001272,BCS70
8-14 March 1971,1989,7.0,1971,3,BCS70 1970,18,1,0,0.441097703141246,-0.818488879000543,BCS70
15-21 March 1971,1989,7.0,1971,3,BCS70 1970,18,2,0,0.441097703141246,-0.818488879000543,BCS70
22-28 March 1971,1989,12.0,1971,3,BCS70 1970,18,3,0,0.756167491099278,-0.279492378267856,BCS70
29-4 March/April 1971,1989,11.0,1971,3,BCS70 1970,18,4,0,0.693153533507672,-0.366503755257486,BCS70
5-11 April 1971,1989,8.0,1971,3,BCS70 1970,18,5,0,0.504111660732852,-0.68495748637602,BCS70
12-18 April 1971,1989,16.0,1971,3,BCS70 1970,18,6,0,1.0082233214657,0.0081896941839248,BCS70
19-25 April 1971,1989,8.0,1971,3,BCS70 1970,18,7,0,0.504111660732852,-0.68495748637602,BCS70
26-2 April/May 1971,1989,13.0,1971,3,BCS70 1970,18,8,0,0.819181448690885,-0.19944967059432,BCS70
3-9 May 1971,1989,9.0,1971,3,BCS70 1970,18,9,0,0.567125618324459,-0.567174450719637,BCS70
8-14 March 1972,1989,6.0,1972,3,BCS70 1970,17,1,0,0.403354565469488,-0.907939288785096,BCS70
15-21 March 1972,1989,7.0,1972,3,BCS70 1970,17,2,0,0.470580326381069,-0.753788608957838,BCS70
22-28 March 1972,1989,9.0,1972,3,BCS70 1970,17,3,0,0.605031848204232,-0.502474180676932,BCS70
29-4 March/April 1972,1989,5.0,1972,3,BCS70 1970,17,4,0,0.336128804557907,-1.09026084557905,BCS70
5-11 April 1972,1989,3.0,1972,3,BCS70 1970,17,5,0,0.201677282734744,-1.60108646934504,BCS70
12-18 April 1972,1989,7.0,1972,3,BCS70 1970,17,6,0,0.470580326381069,-0.753788608957838,BCS70
19-25 April 1972,1989,8.0,1972,3,BCS70 1970,17,7,0,0.537806087292651,-0.620257216333315,BCS70
26-2 April/May 1972,1989,8.0,1972,3,BCS70 1970,17,8,0,0.537806087292651,-0.620257216333315,BCS70
3-9 May 1972,1989,4.0,1972,3,BCS70 1970,17,9,0,0.268903043646325,-1.31340439689326,BCS70
3-9 February 1944,1990,38.0,1944,1,NSHD 1946,46,1,0,2.59877925763819,0.955041818477144,NSHD
10-16 February 1944,1990,30.0,1944,1,NSHD 1946,46,2,0,2.05166783497752,0.718653040412914,NSHD
17-23 February 1944,1990,38.0,1944,1,NSHD 1946,46,3,0,2.59877925763819,0.955041818477144,NSHD
24-1 Feb/March 1944,1990,27.0,1944,1,NSHD 1946,46,4,0,1.84650105147977,0.613292524755087,NSHD
3-9 March 1944,1990,45.0,1944,1,NSHD 1946,46,5,0,3.07750175246628,1.12411814852108,NSHD
10-16 March 1944,1990,34.0,1944,1,NSHD 1946,46,6,0,2.32522354630785,0.84381618336692,NSHD
17-23 March 1944,1990,30.0,1944,1,NSHD 1946,46,7,0,2.05166783497752,0.718653040412914,NSHD
24-30 March 1944,1990,28.0,1944,1,NSHD 1946,46,8,0,1.91488997931235,0.649660168925962,NSHD
31-6 March/April 1944,1990,27.0,1944,1,NSHD 1946,46,9,0,1.84650105147977,0.613292524755087,NSHD
3-9 February 1945,1990,21.0,1945,1,NSHD 1946,45,1,0,1.52894066254095,0.424575118176186,NSHD
10-16 February 1945,1990,38.0,1945,1,NSHD 1946,45,2,0,2.76665453221696,1.01763884017915,NSHD
17-23 February 1945,1990,31.0,1945,1,NSHD 1946,45,3,0,2.25700764470331,0.814039884937909,NSHD
24-2 Feb/March 1945,1990,43.0,1945,1,NSHD 1946,45,4,0,3.13068802329814,1.14125279614633,NSHD
3-9 March 1945,1990,29.0,1945,1,NSHD 1946,45,5,0,2.11139424827084,0.747348510439237,NSHD
10-16 March 1945,1990,28.0,1945,1,NSHD 1946,45,6,0,2.03858755005461,0.712257190627967,NSHD
17-23 March 1945,1990,35.0,1945,1,NSHD 1946,45,7,0,2.54823443756826,0.935400741942176,NSHD
24-30 March 1945,1990,22.0,1945,1,NSHD 1946,45,8,0,1.60174736075719,0.471095133811079,NSHD
31-6 March/April 1945,1990,34.0,1945,1,NSHD 1946,45,9,0,2.47542773935202,0.906413205068924,NSHD
3-9 February 1946,1990,24.0,1946,1,NSHD 1946,44,1,0,1.71214553237025,0.537747281332255,NSHD
10-16 February 1946,1990,24.0,1946,1,NSHD 1946,44,2,0,1.71214553237025,0.537747281332255,NSHD
17-23 February 1946,1990,22.0,1946,1,NSHD 1946,44,3,0,1.56946673800606,0.450735904342625,NSHD
24-2 Feb/March 1946,1990,33.0,1946,1,NSHD 1946,44,4,0,2.3542001070091,0.85620101245079,NSHD
3-9 March 1946,1990,27.0,1946,1,NSHD 1946,44,5,1,1.92616372391653,0.655530316988639,NSHD
10-16 March 1946,1990,30.0,1946,1,NSHD 1946,44,6,0,2.14018191546281,0.760890832646465,NSHD
17-23 March 1946,1990,29.0,1946,1,NSHD 1946,44,7,0,2.06884251828072,0.726989280970784,NSHD
24-30 March 1946,1990,31.0,1946,1,NSHD 1946,44,8,0,2.21152131264491,0.793680655469456,NSHD
31-6 March/April 1946,1990,24.0,1946,1,NSHD 1946,44,9,0,1.71214553237025,0.537747281332255,NSHD
3-9 February 1947,1990,35.0,1947,1,NSHD 1946,43,1,0,1.89977338417489,0.641734607572084,NSHD
10-16 February 1947,1990,36.0,1947,1,NSHD 1946,43,2,0,1.95405262372274,0.66990548453878,NSHD
17-23 February 1947,1990,26.0,1947,1,NSHD 1946,43,3,0,1.4112602282442,0.344483084104153,NSHD
24-2 Feb/March 1947,1990,39.0,1947,1,NSHD 1946,43,4,0,2.1168903423663,0.749948192212317,NSHD
3-9 March 1947,1990,26.0,1947,1,NSHD 1946,43,5,0,1.4112602282442,0.344483084104153,NSHD
10-16 March 1947,1990,41.0,1947,1,NSHD 1946,43,6,0,2.22544882146201,0.799958612786978,NSHD
17-23 March 1947,1990,29.0,1947,1,NSHD 1946,43,7,0,1.57409794688776,0.453682376069144,NSHD
24-30 March 1947,1990,35.0,1947,1,NSHD 1946,43,8,0,1.89977338417489,0.641734607572084,NSHD
31-6 March/April 1947,1990,43.0,1947,1,NSHD 1946,43,9,0,2.33400730055772,0.847586661776233,NSHD
3-9 February 1948,1990,27.0,1948,1,NSHD 1946,42,1,0,1.66743862899491,0.511288693929394,NSHD
10-16 February 1948,1990,30.0,1948,1,NSHD 1946,42,2,0,1.85270958777212,0.61664920958722,NSHD
17-23 February 1948,1990,22.0,1948,1,NSHD 1946,42,3,0,1.35865369769955,0.306494281283381,NSHD
24-1 Feb/March 1948,1990,25.0,1948,1,NSHD 1946,42,4,0,1.54392465647676,0.434327652793266,NSHD
3-9 March 1948,1990,27.0,1948,1,NSHD 1946,42,5,0,1.66743862899491,0.511288693929394,NSHD
10-16 March 1948,1990,23.0,1948,1,NSHD 1946,42,6,0,1.42041068395862,0.350946043854215,NSHD
17-23 March 1948,1990,27.0,1948,1,NSHD 1946,42,7,0,1.66743862899491,0.511288693929394,NSHD
24-30 March 1948,1990,24.0,1948,1,NSHD 1946,42,8,0,1.48216767021769,0.393505658273011,NSHD
31-6 March/April 1948,1990,24.0,1948,1,NSHD 1946,42,9,0,1.48216767021769,0.393505658273011,NSHD
3-9 February 1956,1990,8.0,1956,2,NCDS 1958,34,1,0,0.568585643212509,-0.564603329446462,NCDS
10-16 February 1956,1990,11.0,1956,2,NCDS 1958,34,2,0,0.7818052594172,-0.246149598327927,NCDS
17-23 February 1956,1990,13.0,1956,2,NCDS 1958,34,3,0,0.923951670220327,-0.0790955136647609,NCDS
24-1 Feb/March 1956,1990,10.0,1956,2,NCDS 1958,34,4,0,0.710732054015636,-0.341459778132252,NCDS
3-9 March 1956,1990,12.0,1956,2,NCDS 1958,34,5,0,0.852878464818763,-0.159138221338297,NCDS
10-16 March 1956,1990,11.0,1956,2,NCDS 1958,34,6,0,0.7818052594172,-0.246149598327927,NCDS
17-23 March 1956,1990,8.0,1956,2,NCDS 1958,34,7,0,0.568585643212509,-0.564603329446462,NCDS
24-30 March 1956,1990,17.0,1956,2,NCDS 1958,34,8,0,1.20824449182658,0.189168472929918,NCDS
31-6 March/April 1956,1990,12.0,1956,2,NCDS 1958,34,9,0,0.852878464818763,-0.159138221338297,NCDS
