birth_week,cause,deaths,death_year,birth_year,group,cohort,study,age,week_in_year,rate
24-2 Feb/March 1945,cardiovascular,2.0,1970,1945,1,0,NSHD,25,5,0.13042911177774877
24-2 Feb/March 1945,external,7.0,1970,1945,1,0,NSHD,25,5,0.45650189122212076
24-2 Feb/March 1945,other,2.0,1970,1945,1,0,NSHD,25,5,0.13042911177774877
24-2 Feb/March 1945,respiratory,1.0,1970,1945,1,0,NSHD,25,5,0.06521455588887438
24-2 Feb/March 1946,cancer,0.0,1970,1946,1,0,NSHD,24,5,0.0
24-2 Feb/March 1946,cardiovascular,3.0,1970,1946,1,0,NSHD,24,5,0.1956436676666232
24-2 Feb/March 1946,external,8.0,1970,1946,1,0,NSHD,24,5,0.5217164471109951
24-2 Feb/March 1946,other,1.0,1970,1946,1,0,NSHD,24,5,0.06521455588887438
24-2 Feb/March 1946,respiratory,1.0,1970,1946,1,0,NSHD,24,5,0.06521455588887438
24-2 Feb/March 1947,cancer,1.0,1970,1947,1,0,NSHD,23,5,0.06521455588887438
24-2 Feb/March 1947,cardiovascular,2.0,1970,1947,1,0,NSHD,23,5,0.13042911177774877
24-2 Feb/March 1947,external,6.0,1970,1947,1,0,NSHD,23,5,0.3912873353332464
24-2 Feb/March 1947,other,2.0,1970,1947,1,0,NSHD,23,5,0.13042911177774877
24-2 Feb/March 1947,respiratory,1.0,1970,1947,1,0,NSHD,23,5,0.06521455588887438
24-2 Feb/March 1957,cancer,1.0,1970,1957,2,0,NCDS,13,5,0.06521455588887438
24-2 Feb/March 1957,cardiovascular,0.0,1970,1957,2,0,NCDS,13,5,0.0
24-2 Feb/March 1957,external,4.0,1970,1957,2,0,NCDS,13,5,0.26085822355549754
24-2 Feb/March 1957,other,0.0,1970,1957,2,0,NCDS,13,5,0.0
24-2 Feb/March 1957,respiratory,1.0,1970,1957,2,0,NCDS,13,5,0.06521455588887438
24-2 Feb/March 1958,cancer,1.0,1970,1958,2,0,NCDS,12,5,0.06521455588887438
24-2 Feb/March 1958,cardiovascular,0.0,1970,1958,2,0,NCDS,12,5,0.0
24-2 Feb/March 1958,external,2.0,1970,1958,2,0,NCDS,12,5,0.13042911177774877
24-2 Feb/March 1958,other,2.0,1970,1958,2,0,NCDS,12,5,0.13042911177774877
24-2 Feb/March 1958,respiratory,0.0,1970,1958,2,0,NCDS,12,5,0.0
24-2 Feb/March 1959,cancer,0.0,1970,1959,2,0,NCDS,11,5,0.0
24-2 Feb/March 1959,cardiovascular,0.0,1970,1959,2,0,NCDS,11,5,0.0
24-2 Feb/March 1959,external,2.0,1970,1959,2,0,NCDS,11,5,0.13042911177774877
24-2 Feb/March 1959,other,1.0,1970,1959,2,0,NCDS,11,5,0.06521455588887438
24-2 Feb/March 1959,respiratory,0.0,1970,1959,2,0,NCDS,11,5,0.0
24-30 March 1944,cancer,0.0,1970,1944,1,0,NSHD,26,6,0.0
24-30 March 1944,cardiovascular,4.0,1970,1944,1,0,NSHD,26,6,0.26085822355549754
24-30 March 1944,external,5.0,1970,1944,1,0,NSHD,26,6,0.326072779444372
24-30 March 1944,other,1.0,1970,1944,1,0,NSHD,26,6,0.06521455588887438
24-30 March 1944,respiratory,2.0,1970,1944,1,0,NSHD,26,6,0.13042911177774877
24-30 March 1945,cancer,1.0,1970,1945,1,0,NSHD,25,6,0.06521455588887438
24-30 March 1945,cardiovascular,1.0,1970,1945,1,0,NSHD,25,6,0.06521455588887438
24-30 March 1945,external,3.0,1970,1945,1,0,NSHD,25,6,0.1956436676666232
24-30 March 1945,other,1.0,1970,1945,1,0,NSHD,25,6,0.06521455588887438
24-30 March 1945,respiratory,0.0,1970,1945,1,0,NSHD,25,6,0.0
24-30 March 1946,cancer,1.0,1970,1946,1,0,NSHD,24,6,0.06521455588887438
24-30 March 1946,cardiovascular,0.0,1970,1946,1,0,NSHD,24,6,0.0
24-30 March 1946,external,4.0,1970,1946,1,0,NSHD,24,6,0.26085822355549754
24-30 March 1946,other,2.0,1970,1946,1,0,NSHD,24,6,0.13042911177774877
24-30 March 1946,respiratory,0.0,1970,1946,1,0,NSHD,24,6,0.0
24-30 March 1947,cancer,0.0,1970,1947,1,0,NSHD,23,6,0.0
24-30 March 1947,cardiovascular,0.0,1970,1947,1,0,NSHD,23,6,0.0
24-30 March 1947,external,9.0,1970,1947,1,0,NSHD,23,6,0.5869310029998697
24-30 March 1947,other,2.0,1970,1947,1,0,NSHD,23,6,0.13042911177774877
24-30 March 1947,respiratory,1.0,1970,1947,1,0,NSHD,23,6,0.06521455588887438
24-30 March 1948,cancer,0.0,1970,1948,1,0,NSHD,22,6,0.0
24-30 March 1948,cardiovascular,0.0,1970,1948,1,0,NSHD,22,6,0.0
24-30 March 1948,external,9.0,1970,1948,1,0,NSHD,22,6,0.5869310029998697
24-30 March 1948,other,3.0,1970,1948,1,0,NSHD,22,6,0.1956436676666232
24-30 March 1948,respiratory,0.0,1970,1948,1,0,NSHD,22,6,0.0
24-30 March 1956,cancer,3.0,1970,1956,2,0,NCDS,14,6,0.1956436676666232
24-30 March 1956,cardiovascular,0.0,1970,1956,2,0,NCDS,14,6,0.0
24-30 March 1956,external,4.0,1970,1956,2,0,NCDS,14,6,0.26085822355549754
24-30 March 1956,other,1.0,1970,1956,2,0,NCDS,14,6,0.06521455588887438
24-30 March 1956,respiratory,0.0,1970,1956,2,0,NCDS,14,6,0.0
24-30 March 1957,cancer,0.0,1970,1957,2,0,NCDS,13,6,0.0
24-30 March 1957,cardiovascular,0.0,1970,1957,2,0,NCDS,13,6,0.0
24-30 March 1957,external,2.0,1970,1957,2,0,NCDS,13,6,0.13042911177774877
24-30 March 1957,other,0.0,1970,1957,2,0,NCDS,13,6,0.0
24-30 March 1957,respiratory,1.0,1970,1957,2,0,NCDS,13,6,0.06521455588887438
24-30 March 1958,cancer,1.0,1970,1958,2,0,NCDS,12,6,0.06521455588887438
24-30 March 1958,cardiovascular,0.0,1970,1958,2,0,NCDS,12,6,0.0
24-30 March 1958,external,3.0,1970,1958,2,0,NCDS,12,6,0.1956436676666232
24-30 March 1958,other,3.0,1970,1958,2,0,NCDS,12,6,0.1956436676666232
24-30 March 1958,respiratory,0.0,1970,1958,2,0,NCDS,12,6,0.0
24-30 March 1959,cancer,0.0,1970,1959,2,0,NCDS,11,6,0.0
24-30 March 1959,cardiovascular,0.0,1970,1959,2,0,NCDS,11,6,0.0
24-30 March 1959,external,3.0,1970,1959,2,0,NCDS,11,6,0.1956436676666232
24-30 March 1959,other,1.0,1970,1959,2,0,NCDS,11,6,0.06521455588887438
24-30 March 1959,respiratory,1.0,1970,1959,2,0,NCDS,11,6,0.06521455588887438
24-30 March 1960,cancer,1.0,1970,1960,2,0,NCDS,10,6,0.06521455588887438
24-30 March 1960,cardiovascular,0.0,1970,1960,2,0,NCDS,10,6,0.0
24-30 March 1960,external,2.0,1970,1960,2,0,NCDS,10,6,0.13042911177774877
24-30 March 1960,other,1.0,1970,1960,2,0,NCDS,10,6,0.06521455588887438
24-30 March 1960,respiratory,0.0,1970,1960,2,0,NCDS,10,6,0.0
26-2 April/May 1968,cancer,1.0,1970,1968,3,0,BCS70,2,5,0.06521455588887438
26-2 April/May 1968,cardiovascular,0.0,1970,1968,3,0,BCS70,2,5,0.0
26-2 April/May 1968,external,4.0,1970,1968,3,0,BCS70,2,5,0.26085822355549754
26-2 April/May 1968,other,3.0,1970,1968,3,0,BCS70,2,5,0.1956436676666232
26-2 April/May 1968,respiratory,3.0,1970,1968,3,0,BCS70,2,5,0.1956436676666232
26-2 April/May 1969,cancer,1.0,1970,1969,3,0,BCS70,1,5,0.06521455588887438
26-2 April/May 1969,cardiovascular,2.0,1970,1969,3,0,BCS70,1,5,0.13042911177774877
26-2 April/May 1969,external,5.0,1970,1969,3,0,BCS70,1,5,0.326072779444372
26-2 April/May 1969,other,20.0,1970,1969,3,0,BCS70,1,5,1.304291117777488
26-2 April/May 1969,respiratory,13.0,1970,1969,3,0,BCS70,1,5,0.8477892265553671
26-2 April/May 1970,cancer,2.0,1970,1970,3,0,BCS70,0,5,0.13042911177774877
26-2 April/May 1970,cardiovascular,0.0,1970,1970,3,0,BCS70,0,5,0.0
26-2 April/May 1970,external,6.0,1970,1970,3,0,BCS70,0,5,0.3912873353332464
26-2 April/May 1970,other,221.0,1970,1970,3,0,BCS70,0,5,14.412416851441241
26-2 April/May 1970,respiratory,25.0,1970,1970,3,0,BCS70,0,5,1.63036389722186
26-2 April/May 1971,cancer,0.0,1970,1971,3,0,BCS70,-1,5,0.0
26-2 April/May 1971,cardiovascular,0.0,1970,1971,3,0,BCS70,-1,5,0.0
26-2 April/May 1971,external,0.0,1970,1971,3,0,BCS70,-1,5,0.0
26-2 April/May 1971,other,0.0,1970,1971,3,0,BCS70,-1,5,0.0
26-2 April/May 1971,respiratory,0.0,1970,1971,3,0,BCS70,-1,5,0.0
26-2 April/May 1972,cancer,0.0,1970,1972,3,0,BCS70,-2,5,0.0
26-2 April/May 1972,cardiovascular,0.0,1970,1972,3,0,BCS70,-2,5,0.0
26-2 April/May 1972,external,0.0,1970,1972,3,0,BCS70,-2,5,0.0
26-2 April/May 1972,other,0.0,1970,1972,3,0,BCS70,-2,5,0.0
26-2 April/May 1972,respiratory,0.0,1970,1972,3,0,BCS70,-2,5,0.0
29-4 March/April 1968,cancer,1.0,1970,1968,3,0,BCS70,2,6,0.06521455588887438
29-4 March/April 1968,cardiovascular,1.0,1970,1968,3,0,BCS70,2,6,0.06521455588887438
29-4 March/April 1968,external,3.0,1970,1968,3,0,BCS70,2,6,0.1956436676666232
29-4 March/April 1968,other,12.0,1970,1968,3,0,BCS70,2,6,0.7825746706664928
29-4 March/April 1968,respiratory,3.0,1970,1968,3,0,BCS70,2,6,0.1956436676666232
29-4 March/April 1969,cancer,2.0,1970,1969,3,0,BCS70,1,6,0.13042911177774877
29-4 March/April 1969,cardiovascular,0.0,1970,1969,3,0,BCS70,1,6,0.0
29-4 March/April 1969,external,4.0,1970,1969,3,0,BCS70,1,6,0.26085822355549754
29-4 March/April 1969,other,7.0,1970,1969,3,0,BCS70,1,6,0.45650189122212076
29-4 March/April 1969,respiratory,10.0,1970,1969,3,0,BCS70,1,6,0.652145558888744
29-4 March/April 1970,cancer,1.0,1970,1970,3,0,BCS70,0,6,0.06521455588887438
29-4 March/April 1970,cardiovascular,1.0,1970,1970,3,0,BCS70,0,6,0.06521455588887438
29-4 March/April 1970,external,6.0,1970,1970,3,0,BCS70,0,6,0.3912873353332464
29-4 March/April 1970,other,166.0,1970,1970,3,0,BCS70,0,6,10.82561627755315
29-4 March/April 1970,respiratory,29.0,1970,1970,3,0,BCS70,0,6,1.8912221207773574
29-4 March/April 1971,cancer,0.0,1970,1971,3,0,BCS70,-1,6,0.0
29-4 March/April 1971,cardiovascular,0.0,1970,1971,3,0,BCS70,-1,6,0.0
29-4 March/April 1971,external,0.0,1970,1971,3,0,BCS70,-1,6,0.0
29-4 March/April 1971,other,0.0,1970,1971,3,0,BCS70,-1,6,0.0
29-4 March/April 1971,respiratory,0.0,1970,1971,3,0,BCS70,-1,6,0.0
29-4 March/April 1972,cancer,0.0,1970,1972,3,0,BCS70,-2,6,0.0
29-4 March/April 1972,cardiovascular,0.0,1970,1972,3,0,BCS70,-2,6,0.0
29-4 March/April 1972,external,0.0,1970,1972,3,0,BCS70,-2,6,0.0
29-4 March/April 1972,other,0.0,1970,1972,3,0,BCS70,-2,6,0.0
29-4 March/April 1972,respiratory,0.0,1970,1972,3,0,BCS70,-2,6,0.0
3-9 February 1944,cancer,2.0,1970,1944,1,0,NSHD,26,7,0.13042911177774877
3-9 February 1944,cardiovascular,1.0,1970,1944,1,0,NSHD,26,7,0.06521455588887438
3-9 February 1944,external,5.0,1970,1944,1,0,NSHD,26,7,0.326072779444372
3-9 February 1944,other,1.0,1970,1944,1,0,NSHD,26,7,0.06521455588887438
3-9 February 1944,respiratory,2.0,1970,1944,1,0,NSHD,26,7,0.13042911177774877
3-9 February 1945,cancer,3.0,1970,1945,1,0,NSHD,25,7,0.1956436676666232
3-9 February 1945,cardiovascular,0.0,1970,1945,1,0,NSHD,25,7,0.0
3-9 February 1945,external,2.0,1970,1945,1,0,NSHD,25,7,0.13042911177774877
3-9 February 1945,other,1.0,1970,1945,1,0,NSHD,25,7,0.06521455588887438
3-9 February 1945,respiratory,0.0,1970,1945,1,0,NSHD,25,7,0.0
3-9 February 1946,cancer,4.0,1970,1946,1,0,NSHD,24,7,0.26085822355549754
3-9 February 1946,cardiovascular,0.0,1970,1946,1,0,NSHD,24,7,0.0
3-9 February 1946,external,2.0,1970,1946,1,0,NSHD,24,7,0.13042911177774877
3-9 February 1946,other,4.0,1970,1946,1,0,NSHD,24,7,0.26085822355549754
3-9 February 1946,respiratory,1.0,1970,1946,1,0,NSHD,24,7,0.06521455588887438
3-9 February 1947,cancer,4.0,1970,1947,1,0,NSHD,23,7,0.26085822355549754
3-9 February 1947,cardiovascular,0.0,1970,1947,1,0,NSHD,23,7,0.0
3-9 February 1947,external,5.0,1970,1947,1,0,NSHD,23,7,0.326072779444372
3-9 February 1947,other,2.0,1970,1947,1,0,NSHD,23,7,0.13042911177774877
3-9 February 1947,respiratory,0.0,1970,1947,1,0,NSHD,23,7,0.0
3-9 February 1948,cancer,2.0,1970,1948,1,0,NSHD,22,7,0.13042911177774877
3-9 February 1948,cardiovascular,0.0,1970,1948,1,0,NSHD,22,7,0.0
3-9 February 1948,external,0.0,1970,1948,1,0,NSHD,22,7,0.0
3-9 February 1948,other,4.0,1970,1948,1,0,NSHD,22,7,0.26085822355549754
3-9 February 1948,respiratory,2.0,1970,1948,1,0,NSHD,22,7,0.13042911177774877
3-9 February 1956,cancer,2.0,1970,1956,2,0,NCDS,14,7,0.13042911177774877
3-9 February 1956,cardiovascular,1.0,1970,1956,2,0,NCDS,14,7,0.06521455588887438
3-9 February 1956,external,3.0,1970,1956,2,0,NCDS,14,7,0.1956436676666232
3-9 February 1956,other,1.0,1970,1956,2,0,NCDS,14,7,0.06521455588887438
3-9 February 1956,respiratory,0.0,1970,1956,2,0,NCDS,14,7,0.0
3-9 February 1957,cancer,0.0,1970,1957,2,0,NCDS,13,7,0.0
3-9 February 1957,cardiovascular,0.0,1970,1957,2,0,NCDS,13,7,0.0
3-9 February 1957,external,1.0,1970,1957,2,0,NCDS,13,7,0.06521455588887438
3-9 February 1957,other,0.0,1970,1957,2,0,NCDS,13,7,0.0
3-9 February 1957,respiratory,0.0,1970,1957,2,0,NCDS,13,7,0.0
3-9 February 1958,cancer,2.0,1970,1958,2,0,NCDS,12,7,0.13042911177774877
3-9 February 1958,cardiovascular,0.0,1970,1958,2,0,NCDS,12,7,0.0
3-9 February 1958,external,3.0,1970,1958,2,0,NCDS,12,7,0.1956436676666232
3-9 February 1958,other,4.0,1970,1958,2,0,NCDS,12,7,0.26085822355549754
3-9 February 1958,respiratory,1.0,1970,1958,2,0,NCDS,12,7,0.06521455588887438
3-9 February 1959,cancer,0.0,1970,1959,2,0,NCDS,11,7,0.0
3-9 February 1959,cardiovascular,0.0,1970,1959,2,0,NCDS,11,7,0.0
3-9 February 1959,external,2.0,1970,1959,2,0,NCDS,11,7,0.13042911177774877
3-9 February 1959,other,2.0,1970,1959,2,0,NCDS,11,7,0.13042911177774877
3-9 February 1959,respiratory,1.0,1970,1959,2,0,NCDS,11,7,0.06521455588887438
3-9 February 1960,cancer,2.0,1970,1960,2,0,NCDS,10,7,0.13042911177774877
3-9 February 1960,cardiovascular,0.0,1970,1960,2,0,NCDS,10,7,0.0
3-9 February 1960,external,1.0,1970,1960,2,0,NCDS,10,7,0.06521455588887438
3-9 February 1960,other,1.0,1970,1960,2,0,NCDS,10,7,0.06521455588887438
3-9 February 1960,respiratory,0.0,1970,1960,2,0,NCDS,10,7,0.0
3-9 March 1944,cancer,1.0,1970,1944,1,0,NSHD,26,8,0.06521455588887438
3-9 March 1944,cardiovascular,0.0,1970,1944,1,0,NSHD,26,8,0.0
3-9 March 1944,external,5.0,1970,1944,1,0,NSHD,26,8,0.326072779444372
3-9 March 1944,other,3.0,1970,1944,1,0,NSHD,26,8,0.1956436676666232
3-9 March 1944,respiratory,0.0,1970,1944,1,0,NSHD,26,8,0.0
3-9 March 1945,cancer,0.0,1970,1945,1,0,NSHD,25,8,0.0
3-9 March 1945,cardiovascular,0.0,1970,1945,1,0,NSHD,25,8,0.0
3-9 March 1945,external,2.0,1970,1945,1,0,NSHD,25,8,0.13042911177774877
3-9 March 1945,other,1.0,1970,1945,1,0,NSHD,25,8,0.06521455588887438
3-9 March 1945,respiratory,0.0,1970,1945,1,0,NSHD,25,8,0.0
3-9 March 1946,cancer,0.0,1970,1946,1,1,NSHD,24,8,0.0
3-9 March 1946,cardiovascular,0.0,1970,1946,1,1,NSHD,24,8,0.0
3-9 March 1946,external,4.0,1970,1946,1,1,NSHD,24,8,0.26085822355549754
3-9 March 1946,other,1.0,1970,1946,1,1,NSHD,24,8,0.06521455588887438
3-9 March 1946,respiratory,0.0,1970,1946,1,1,NSHD,24,8,0.0
3-9 March 1947,cancer,1.0,1970,1947,1,0,NSHD,23,8,0.06521455588887438
3-9 March 1947,cardiovascular,0.0,1970,1947,1,0,NSHD,23,8,0.0
3-9 March 1947,external,15.0,1970,1947,1,0,NSHD,23,8,0.978218338333116
3-9 March 1947,other,2.0,1970,1947,1,0,NSHD,23,8,0.13042911177774877
3-9 March 1947,respiratory,2.0,1970,1947,1,0,NSHD,23,8,0.13042911177774877
3-9 March 1948,cancer,4.0,1970,1948,1,0,NSHD,22,8,0.26085822355549754
3-9 March 1948,cardiovascular,0.0,1970,1948,1,0,NSHD,22,8,0.0
3-9 March 1948,external,8.0,1970,1948,1,0,NSHD,22,8,0.5217164471109951
3-9 March 1948,other,3.0,1970,1948,1,0,NSHD,22,8,0.1956436676666232
3-9 March 1948,respiratory,0.0,1970,1948,1,0,NSHD,22,8,0.0
3-9 March 1956,cancer,0.0,1970,1956,2,0,NCDS,14,8,0.0
3-9 March 1956,cardiovascular,0.0,1970,1956,2,0,NCDS,14,8,0.0
3-9 March 1956,external,2.0,1970,1956,2,0,NCDS,14,8,0.13042911177774877
3-9 March 1956,other,0.0,1970,1956,2,0,NCDS,14,8,0.0
3-9 March 1956,respiratory,0.0,1970,1956,2,0,NCDS,14,8,0.0
3-9 March 1957,cancer,1.0,1970,1957,2,0,NCDS,13,8,0.06521455588887438
3-9 March 1957,cardiovascular,0.0,1970,1957,2,0,NCDS,13,8,0.0
3-9 March 1957,external,0.0,1970,1957,2,0,NCDS,13,8,0.0
3-9 March 1957,other,0.0,1970,1957,2,0,NCDS,13,8,0.0
3-9 March 1957,respiratory,1.0,1970,1957,2,0,NCDS,13,8,0.06521455588887438
3-9 March 1958,cancer,2.0,1970,1958,2,1,NCDS,12,8,0.13042911177774877
3-9 March 1958,cardiovascular,0.0,1970,1958,2,1,NCDS,12,8,0.0
3-9 March 1958,external,1.0,1970,1958,2,1,NCDS,12,8,0.06521455588887438
3-9 March 1958,other,4.0,1970,1958,2,1,NCDS,12,8,0.26085822355549754
3-9 March 1958,respiratory,0.0,1970,1958,2,1,NCDS,12,8,0.0
3-9 March 1959,cancer,0.0,1970,1959,2,0,NCDS,11,8,0.0
3-9 March 1959,cardiovascular,1.0,1970,1959,2,0,NCDS,11,8,0.06521455588887438
3-9 March 1959,external,2.0,1970,1959,2,0,NCDS,11,8,0.13042911177774877
3-9 March 1959,other,2.0,1970,1959,2,0,NCDS,11,8,0.13042911177774877
3-9 March 1959,respiratory,1.0,1970,1959,2,0,NCDS,11,8,0.06521455588887438
3-9 March 1960,cancer,2.0,1970,1960,2,0,NCDS,10,8,0.13042911177774877
3-9 March 1960,cardiovascular,0.0,1970,1960,2,0,NCDS,10,8,0.0
3-9 March 1960,external,0.0,1970,1960,2,0,NCDS,10,8,0.0
3-9 March 1960,other,0.0,1970,1960,2,0,NCDS,10,8,0.0
3-9 March 1960,respiratory,0.0,1970,1960,2,0,NCDS,10,8,0.0
3-9 May 1968,cancer,2.0,1970,1968,3,0,BCS70,2,7,0.13042911177774877
3-9 May 1968,cardiovascular,0.0,1970,1968,3,0,BCS70,2,7,0.0
3-9 May 1968,external,1.0,1970,1968,3,0,BCS70,2,7,0.06521455588887438
3-9 May 1968,other,4.0,1970,1968,3,0,BCS70,2,7,0.26085822355549754
3-9 May 1968,respiratory,2.0,1970,1968,3,0,BCS70,2,7,0.13042911177774877
3-9 May 1969,cancer,1.0,1970,1969,3,0,BCS70,1,7,0.06521455588887438
3-9 May 1969,cardiovascular,0.0,1970,1969,3,0,BCS70,1,7,0.0
3-9 May 1969,external,2.0,1970,1969,3,0,BCS70,1,7,0.13042911177774877
3-9 May 1969,other,15.0,1970,1969,3,0,BCS70,1,7,0.978218338333116
3-9 May 1969,respiratory,9.0,1970,1969,3,0,BCS70,1,7,0.5869310029998697
3-9 May 1970,cancer,2.0,1970,1970,3,0,BCS70,0,7,0.13042911177774877
3-9 May 1970,cardiovascular,1.0,1970,1970,3,0,BCS70,0,7,0.06521455588887438
3-9 May 1970,external,5.0,1970,1970,3,0,BCS70,0,7,0.326072779444372
3-9 May 1970,other,213.0,1970,1970,3,0,BCS70,0,7,13.890700404330246
3-9 May 1970,respiratory,32.0,1970,1970,3,0,BCS70,0,7,2.0868657884439803
3-9 May 1971,cancer,0.0,1970,1971,3,0,BCS70,-1,7,0.0
3-9 May 1971,cardiovascular,0.0,1970,1971,3,0,BCS70,-1,7,0.0
3-9 May 1971,external,0.0,1970,1971,3,0,BCS70,-1,7,0.0
3-9 May 1971,other,0.0,1970,1971,3,0,BCS70,-1,7,0.0
3-9 May 1971,respiratory,0.0,1970,1971,3,0,BCS70,-1,7,0.0
3-9 May 1972,cancer,0.0,1970,1972,3,0,BCS70,-2,7,0.0
3-9 May 1972,cardiovascular,0.0,1970,1972,3,0,BCS70,-2,7,0.0
3-9 May 1972,external,0.0,1970,1972,3,0,BCS70,-2,7,0.0
3-9 May 1972,other,0.0,1970,1972,3,0,BCS70,-2,7,0.0
3-9 May 1972,respiratory,0.0,1970,1972,3,0,BCS70,-2,7,0.0
31-6 March/April 1944,cancer,2.0,1970,1944,1,0,NSHD,26,9,0.13042911177774877
31-6 March/April 1944,cardiovascular,1.0,1970,1944,1,0,NSHD,26,9,0.06521455588887438
31-6 March/April 1944,external,7.0,1970,1944,1,0,NSHD,26,9,0.45650189122212076
31-6 March/April 1944,other,3.0,1970,1944,1,0,NSHD,26,9,0.1956436676666232
31-6 March/April 1944,respiratory,2.0,1970,1944,1,0,NSHD,26,9,0.13042911177774877
31-6 March/April 1945,cancer,1.0,1970,1945,1,0,NSHD,25,9,0.06521455588887438
31-6 March/April 1945,cardiovascular,0.0,1970,1945,1,0,NSHD,25,9,0.0
31-6 March/April 1945,external,7.0,1970,1945,1,0,NSHD,25,9,0.45650189122212076
31-6 March/April 1945,other,1.0,1970,1945,1,0,NSHD,25,9,0.06521455588887438
31-6 March/April 1945,respiratory,0.0,1970,1945,1,0,NSHD,25,9,0.0
31-6 March/April 1946,cancer,0.0,1970,1946,1,0,NSHD,24,9,0.0
31-6 March/April 1946,cardiovascular,0.0,1970,1946,1,0,NSHD,24,9,0.0
31-6 March/April 1946,external,8.0,1970,1946,1,0,NSHD,24,9,0.5217164471109951
31-6 March/April 1946,other,1.0,1970,1946,1,0,NSHD,24,9,0.06521455588887438
31-6 March/April 1946,respiratory,0.0,1970,1946,1,0,NSHD,24,9,0.0
31-6 March/April 1947,cancer,0.0,1970,1947,1,0,NSHD,23,9,0.0
31-6 March/April 1947,cardiovascular,2.0,1970,1947,1,0,NSHD,23,9,0.13042911177774877
31-6 March/April 1947,external,5.0,1970,1947,1,0,NSHD,23,9,0.326072779444372
31-6 March/April 1947,other,2.0,1970,1947,1,0,NSHD,23,9,0.13042911177774877
31-6 March/April 1947,respiratory,1.0,1970,1947,1,0,NSHD,23,9,0.06521455588887438
31-6 March/April 1948,cancer,2.0,1970,1948,1,0,NSHD,22,9,0.13042911177774877
31-6 March/April 1948,cardiovascular,0.0,1970,1948,1,0,NSHD,22,9,0.0
31-6 March/April 1948,external,11.0,1970,1948,1,0,NSHD,22,9,0.7173601147776184
31-6 March/April 1948,other,1.0,1970,1948,1,0,NSHD,22,9,0.06521455588887438
31-6 March/April 1948,respiratory,0.0,1970,1948,1,0,NSHD,22,9,0.0
31-6 March/April 1956,cancer,0.0,1970,1956,2,0,NCDS,14,9,0.0
31-6 March/April 1956,cardiovascular,0.0,1970,1956,2,0,NCDS,14,9,0.0
31-6 March/April 1956,external,0.0,1970,1956,2,0,NCDS,14,9,0.0
31-6 March/April 1956,other,1.0,1970,1956,2,0,NCDS,14,9,0.06521455588887438
31-6 March/April 1956,respiratory,1.0,1970,1956,2,0,NCDS,14,9,0.06521455588887438
31-6 March/April 1957,cancer,0.0,1970,1957,2,0,NCDS,13,9,0.0
31-6 March/April 1957,cardiovascular,1.0,1970,1957,2,0,NCDS,13,9,0.06521455588887438
31-6 March/April 1957,external,2.0,1970,1957,2,0,NCDS,13,9,0.13042911177774877
31-6 March/April 1957,other,2.0,1970,1957,2,0,NCDS,13,9,0.13042911177774877
31-6 March/April 1957,respiratory,0.0,1970,1957,2,0,NCDS,13,9,0.0
31-6 March/April 1958,cancer,0.0,1970,1958,2,0,NCDS,12,9,0.0
31-6 March/April 1958,cardiovascular,0.0,1970,1958,2,0,NCDS,12,9,0.0
31-6 March/April 1958,external,1.0,1970,1958,2,0,NCDS,12,9,0.06521455588887438
31-6 March/April 1958,other,2.0,1970,1958,2,0,NCDS,12,9,0.13042911177774877
31-6 March/April 1958,respiratory,1.0,1970,1958,2,0,NCDS,12,9,0.06521455588887438
31-6 March/April 1959,cancer,1.0,1970,1959,2,0,NCDS,11,9,0.06521455588887438
31-6 March/April 1959,cardiovascular,0.0,1970,1959,2,0,NCDS,11,9,0.0
31-6 March/April 1959,external,1.0,1970,1959,2,0,NCDS,11,9,0.06521455588887438
31-6 March/April 1959,other,3.0,1970,1959,2,0,NCDS,11,9,0.1956436676666232
31-6 March/April 1959,respiratory,0.0,1970,1959,2,0,NCDS,11,9,0.0
31-6 March/April 1960,cancer,1.0,1970,1960,2,0,NCDS,10,9,0.06521455588887438
31-6 March/April 1960,cardiovascular,0.0,1970,1960,2,0,NCDS,10,9,0.0
31-6 March/April 1960,external,3.0,1970,1960,2,0,NCDS,10,9,0.1956436676666232
31-6 March/April 1960,other,3.0,1970,1960,2,0,NCDS,10,9,0.1956436676666232
31-6 March/April 1960,respiratory,0.0,1970,1960,2,0,NCDS,10,9,0.0
5-11 April 1968,cancer,0.0,1970,1968,3,0,BCS70,2,8,0.0
5-11 April 1968,cardiovascular,0.0,1970,1968,3,0,BCS70,2,8,0.0
5-11 April 1968,external,3.0,1970,1968,3,0,BCS70,2,8,0.1956436676666232
5-11 April 1968,other,5.0,1970,1968,3,0,BCS70,2,8,0.326072779444372
5-11 April 1968,respiratory,4.0,1970,1968,3,0,BCS70,2,8,0.26085822355549754
5-11 April 1969,cancer,3.0,1970,1969,3,0,BCS70,1,8,0.1956436676666232
5-11 April 1969,cardiovascular,0.0,1970,1969,3,0,BCS70,1,8,0.0
5-11 April 1969,external,1.0,1970,1969,3,0,BCS70,1,8,0.06521455588887438
5-11 April 1969,other,8.0,1970,1969,3,0,BCS70,1,8,0.5217164471109951
5-11 April 1969,respiratory,10.0,1970,1969,3,0,BCS70,1,8,0.652145558888744
5-11 April 1970,cancer,3.0,1970,1970,3,1,BCS70,0,8,0.1956436676666232
5-11 April 1970,cardiovascular,1.0,1970,1970,3,1,BCS70,0,8,0.06521455588887438
5-11 April 1970,external,10.0,1970,1970,3,1,BCS70,0,8,0.652145558888744
