age,q_base,lx_base,dx,Lx,Tx,ex_base,q_treated,lx_treated,ex_treated
14,0.0002719743410365557,97852.8487017249,26.61346404420141,97839.5419697028,7427900.847975194,75.90888713538556,0.0003102258272032625,97769.55539035318,75.6948543179885
15,0.00035201038690017426,97826.2352376807,34.43585091500344,97809.0173122232,7330061.306005492,74.92940199728855,0.0003902618730668812,97739.22474915691,74.71818894287404
16,0.0003853587393433486,97791.79938676569,37.68492452980168,97772.95692450079,7232252.288693269,73.95561114577487,0.00042361022551005555,97701.0808562342,73.74716478047118
17,0.0005639576935390161,97754.1144622359,55.12918492607153,97726.54986977286,7134479.331768768,72.98392881994691,0.000602209179705723,97659.69367934011,72.77820617791518
18,0.0007069850717952974,97698.98527730982,69.07172412060659,97664.44941524952,7036752.781898995,72.02482975566022,0.0007452365579620043,97600.88211531915,71.82175900508051
19,0.0006891992838256043,97629.91355318921,67.28646650081366,97596.2703199388,6939088.332483745,71.07543251795772,0.0007274507699923113,97528.14636987748,70.87495022731262
20,0.0006499223353925324,97562.6270866884,63.40813044321126,97530.92302146679,6841492.0621638065,70.12410660164839,0.0006886757577471493,97457.19944470478,69.9261818074961
21,0.0006321365474228393,97499.2189562452,61.632819647424284,97468.40254642148,6743961.13914234,69.16938629189258,0.0006708899697774563,97390.08303402929,68.97402688560528
22,0.0006023942482106337,97437.58613659776,58.69584144821467,97408.23821587366,6646492.736595918,68.21282217806791,0.0006411476705652507,97324.74500416596,68.01999626382788
23,0.0005967747095491335,97378.89029514955,58.113258972104816,97349.83366566351,6549084.4983800445,67.25363657903847,0.0006355281319037506,97262.34547061818,67.06331432542329
24,0.0005680531052425638,97320.77703617745,55.283369600019796,97293.13535137744,6451734.664714381,66.293497248959,0.0006068065275971808,97200.53251389666,66.10564408598351
25,0.0006208637800477392,97265.49366657743,60.3886220660407,97235.29935554441,6354441.529363004,65.33089269197356,0.0006596172024023562,97141.5505962813,65.14547819065683
26,0.0005834726553390958,97205.10504451138,56.71652075283679,97176.74678413496,6257206.230007459,64.37116885108256,0.0006222260776937128,97077.47435843995,64.18814760560905
27,0.0006234906782709052,97148.38852375855,60.571114653603644,97118.10296643175,6160029.483223325,63.40845768858875,0.0006622441006255222,97017.0702223375,63.227800705081805
28,0.0006170680326151827,97087.81740910494,59.90978847953847,97057.86251486518,6062911.380256893,62.44770499587222,0.0006558214549697997,96952.82123992278,62.269369349633585
29,0.0006585682045444665,97027.90762062541,63.89949491242164,96995.9578731692,5965853.5177420275,61.48595454689424,0.0006973216268990835,96889.23749963379,61.3099056118635
30,0.0006847528368331813,96964.008125713,66.39637963479761,96930.8099358956,5868857.559868858,60.52614442525865,0.000642940835537158,96821.67453891154,60.35233926407974
31,0.0007124196181193704,96897.6117460782,69.03175955682005,96863.09586629979,5771926.7499329625,59.5672756626695,0.0006706076168233471,96759.42393058538,59.390845534348614
32,0.0007287232570915889,96828.57998652138,70.5612381873313,96793.29936742771,5675063.654066662,58.60938634911961,0.0006869112557955656,96694.5363238981,58.43036468576907
33,0.0007781282236740695,96758.01874833404,75.29014525486348,96720.3736757066,5578270.3546992345,57.65176289117929,0.0007363162223780463,96628.11575852327,57.470185058386235
34,0.000842848729897119,96682.72860307917,81.48891500609314,96641.98414557612,5481549.981023528,56.6962689223166,0.0008010367286010958,96556.96690935246,56.51216403964149
35,0.0008971941931378478,96601.23968807308,86.67007129805657,96557.90465242405,5384907.996877952,55.74367383137012,0.0008553821918418246,96479.62123245574,55.55706780985487
36,0.0009382003154013067,96514.56961677503,90.5499996552797,96469.29461694739,5288350.092225527,54.79328264347737,0.0008963883141052834,96397.09428257786,54.60420296376571
37,0.0010118137156092028,96424.01961711976,97.5631455627726,96375.23804433837,5191880.79760858,53.844268453280485,0.0009700017143131796,96310.68505374926,53.652744851427244
38,0.0010582543841967345,96326.45647155699,101.93789487516109,96275.48752411941,5095505.559564242,52.898297583165316,0.0010164423829007111,96217.26352414045,52.70435316520641
39,0.0011545940690325719,96224.51857668183,111.10025844415138,96168.96844745976,4999230.072040123,51.9538070544485,0.0011127820677365485,96119.46421952778,51.75746987240789
40,0.0012232669725822198,96113.41831823767,117.57237025067907,96054.63213311233,4903061.103592663,51.01328398661584,0.001249583437026057,96012.50420338384,50.81457180772911
41,0.0013482615380358957,95995.84594798699,129.42750690288986,95931.13219453554,4807006.471459551,50.07515089834314,0.001374578002479733,95892.52856838389,49.87752272572558
42,0.0014697134058858524,95866.4184410841,140.896160357124,95795.97036090553,4711075.339265015,49.14208140737275,0.0014960298703296895,95760.71680801162,48.94548940778738
43,0.0016057654243865828,95725.52228072697,153.71273390973883,95648.6659137721,4615279.368904109,48.21367655084952,0.0016320818888304201,95617.45591526266,48.018073895586035
44,0.0017115744762532885,95571.80954681724,163.57826986967277,95490.0204118824,4519630.702990337,47.29041674968318,0.0017378909406971256,95461.40039720731,47.095754063778756
45,0.0019187870361530672,95408.23127694757,183.0680773165006,95316.69723828931,4424140.682578455,46.370639339662624,0.0019451035005969043,95295.49889427074,46.17687337916447
46,0.002075749670962923,95225.16319963106,197.6636011790248,95126.33139904155,4328823.985340165,45.45882453637986,0.0021020661354067597,95110.13928578036,45.26589277741377
47,0.0021669018343075993,95027.49959845204,205.91526318955036,94924.54196685726,4233697.653941124,44.55234192029703,0.002193218298751436,94910.2114828539,44.36019186756642
48,0.0023862598859338132,94821.5843352625,226.26894301992692,94708.44986375252,4138773.1119742664,43.64800631616455,0.0024125763503776505,94702.05267029135,43.45659828327216
49,0.0026315555450158296,94595.31539224257,248.93282675297718,94470.84897886608,4044064.662110514,42.75121495543059,0.0026578720094596665,94473.57673768679,42.56048499099723
50,0.0028094134247127595,94346.38256548959,265.0579937525723,94213.85356861331,3949593.813131648,41.862694739674595,0.002954192227253147,94222.47806244215,41.672574295784855
51,0.0029902356024046383,94081.32457173702,281.3253262557943,93940.66190860912,3855379.9595630346,40.97922703695894,0.003135014404945026,93944.12675011756,40.794566382820776
52,0.003275549284418464,93799.99924548122,307.24652040698845,93646.37598527773,3761439.2976544253,40.10063249372181,0.003420328086958852,93649.61055949597,39.92128770203308
53,0.0035690147859183986,93492.75272507423,333.67701685200257,93325.91421664822,3667792.9216691474,39.23077259747285,0.003713793588458786,93329.29816616657,39.05658419798961
54,0.003756853719623638,93159.07570822223,349.9850200911348,92984.08319817665,3574467.007452499,38.36949841202661,0.0039016325221640255,92982.6924170217,38.20030915801201
55,0.004110380294024484,92809.0906881311,381.4806574708253,92618.35035939568,3481482.9242543224,37.5123050817645,0.004255159096564871,92619.90812028907,37.34797806010949
56,0.00456396706454558,92427.61003066027,421.8365680345962,92216.69174664297,3388864.573894927,36.66506764343215,0.0047087458670859676,92225.79567572802,36.50544210369945
57,0.005038747289904541,92005.77346262569,463.59384169037634,91773.9765417805,3296647.882148284,35.830880585851915,0.005183526092444928,91791.52784150123,35.675784680301405
58,0.005408361691784152,91542.17962093532,495.0932174442905,91294.63301221318,3204873.9056065036,35.0098055221919,0.0055531404943245394,91315.72406186942,34.85906933882377
59,0.005744809514210845,91047.08640349103,523.0481682119522,90785.56231938506,3113579.2725942903,34.19746194618377,0.005889588316751232,90808.63501681288,34.05093553807706
60,0.0061064538695946025,90524.03823527908,552.7808635731496,90247.6478034925,3022793.7102749054,33.39216598378463,0.00660335643380196,90273.80954095774,33.24970742059518
61,0.00648143756595563,89971.25737170593,583.1430873852372,89679.6858280133,2932546.062471413,32.594254522374136,0.0069783401301629884,89677.69939992164,32.4674029328576
62,0.0067823138124429375,89388.11428432069,606.2582421787761,89084.98516323131,2842866.3766433997,31.803628473478813,0.007279216376650295,89051.89791141848,31.692050007295727
63,0.007407780689377142,88781.85604214191,657.6765187560402,88453.01778276388,2753781.3914801683,31.017389298248464,0.0079046832535845,88403.66987776989,30.920768580513943
64,0.007702728339874551,88124.17952338586,678.7966150429769,87784.78121586436,2665328.3736974043,30.24514257168313,0.00819963090408191,87704.86686893167,30.1631510773371
65,0.008222962637988072,87445.38290834289,719.0601165198643,87085.85285008296,2577543.59248154,29.476039863456585,0.00871986520219543,86985.71933211478,29.408388826651414
66,0.008530063910264772,86726.32279182303,739.7810761165027,86356.43225376477,2490457.7396314573,28.716284277491233,0.00902696647447213,86227.21558502273,28.662683495667928
67,0.008783899027801466,85986.54171570652,755.2971001806047,85608.89316561622,2404101.3073776923,27.959041722206546,0.009280801592008824,85448.84540074965,27.919222867725438
68,0.009358288770053475,85231.24461552592,797.618599343157,84832.43531585435,2318492.414212076,27.20237660110074,0.009855191334260834,84655.81162031906,27.176079066385306
69,0.010376360448096457,84433.62601618277,876.1137374836869,83995.56914744093,2233659.9788962216,26.45462577277106,0.010873263012303817,83821.51239924367,26.441593626423614
70,0.0022,83557.51227869908,183.826527013138,83465.5990151925,2149664.4097487805,25.72676413077923,0.0022,82910.09904883761,25.726764130779234
71,0.0025,83373.68575168595,208.43421437921486,83269.46864449634,2066198.8107335882,24.782385378612176,0.0025,82727.69683093017,24.782385378612176
72,0.0028,83165.25153730673,232.86270430445884,83048.8201851545,1982929.342089092,23.843243487330504,0.0028,82520.87758885285,23.843243487330504
73,0.0031,82932.38883300227,257.09040538230704,82803.84363031112,1899880.5219039374,22.908788093993685,0.0031,82289.81913160406,22.908788093993685
74,0.0035,82675.29842761997,289.36354449666993,82530.61665537163,1817076.6782736264,21.978471355194788,0.0035,82034.72069229609,21.978471355194788
75,0.004,82385.93488312331,329.54373953249325,82221.16301335706,1734546.0616182548,21.053910040335964,0.004,81747.59916987306,21.053910040335964
76,0.0045,82056.39114359081,369.2537601461586,81871.76426351773,1652324.8986048978,20.13645586379113,0.0045,81420.60877319357,20.136455863791127
77,0.0050999999999999995,81687.13738344466,416.6044006555677,81478.83518311687,1570453.13434138,19.225219350870045,0.0050999999999999995,81054.2160337142,19.225219350870045
78,0.0058,81270.5329827891,471.3690913001767,81034.84843713901,1488974.2991582633,18.321207509166793,0.0058,80640.83953194226,18.321207509166793
79,0.0067,80799.16389148892,541.3543980729758,80528.48669245242,1407939.4507211242,17.425173515557024,0.0067,80173.12266265698,17.425173515557027
80,0.0077,80257.80949341595,617.9851330993027,79948.81692686629,1327410.9640286718,16.539337073952506,0.0077,79635.96274081718,16.53933707395251
81,0.0089,79639.82436031663,708.794436806818,79285.42714191323,1247462.1471018055,15.663798321024396,0.0089,79022.76582771288,15.663798321024398
82,0.0103,78931.02992350982,812.9896082121512,78524.53511940375,1168176.7199598923,14.799968036549688,0.0103,78319.46321184623,14.799968036549691
83,0.0119,78118.04031529767,929.6046797520423,77653.23797542164,1089652.1848404885,13.94879057951873,0.0119,77512.77274076422,13.94879057951873
84,0.013699999999999999,77188.43563554563,1057.481568206975,76659.69485144214,1011998.9468650668,13.110758606941332,0.013699999999999999,76590.37074514912,13.110758606941335
85,0.016,76130.95406733865,1218.0952650774184,75521.90643479994,935339.2520136246,12.285925790268003,0.016,75541.08266594057,12.285925790268008
86,0.0185,74912.85880226124,1385.887887841833,74219.91485834031,859817.3455788248,11.477566860028459,0.0185,74332.42534328552,11.477566860028464
87,0.0214,73526.9709144194,1573.4771775685751,72740.23232563512,785597.4307204845,10.684479735128333,0.0214,72957.27547443473,10.684479735128338
88,0.0247,71953.49373685083,1777.2512953002154,71064.86808920071,712857.1983948493,9.907193679877716,0.0247,71395.98977928184,9.90719367987772
89,0.0285,70176.24244155061,2000.0229095841926,69176.23098675851,641792.3303056486,9.145435947788082,0.0285,69632.50883173358,9.145435947788085
90,0.0327,68176.21953196642,2229.3623786953017,67061.53834261876,572616.0993188901,8.399059133080888,0.0327,67647.98233002918,8.39905913308089
91,0.0375,65946.85715327112,2473.007143247667,64710.35358164729,505554.5609762714,7.666090285413922,0.0375,65435.89330783723,7.666090285413925
92,0.0428,63473.85001002345,2716.680780429004,62115.50961980895,440844.2073946241,6.945288608222258,0.0428,62982.047308793335,6.94528860822226
93,0.048600000000000004,60757.16922959445,2952.7984245582907,59280.770017315306,378728.6977748152,6.233481621627933,0.048600000000000004,60286.415683976986,6.233481621627934
94,0.055,57804.37080503616,3179.240394276989,56214.750607897666,319447.9277574999,5.526362856451476,0.055,57356.495881735704,5.526362856451477
95,0.062,54625.13041075917,3386.7580854670687,52931.75136802564,263233.17714960227,4.818902493599445,0.062,54201.88860824024,4.818902493599445
96,0.07,51238.3723252921,3586.6860627704473,49445.029293906875,210301.42578157663,4.10437366055378,0.07,50841.37151452934,4.10437366055378
97,0.078,47651.686262521645,3716.831528476688,45793.2704982833,160856.39648766976,3.3756706027460006,0.078,47282.47550851228,3.3756706027460006
98,0.086,43934.85473404496,3778.397507127866,42045.655980481024,115063.12598938645,2.6189485930000003,0.086,43594.442418848324,2.6189485930000003
99,0.093,40156.4572269171,3734.55052210329,38289.18196586545,73017.47000890542,1.8183245000000001,0.093,39845.32037082737,1.8183245000000001
100,0.093,36421.90670481381,3387.2373235476844,34728.28804303997,34728.28804303997,0.9535,0.093,36139.70557634043,0.9535
