group,study,birth_week,birth_year,cohort,week_in_year,age,deaths_total,rate
1,NSHD,10-16 February 1944,1944,0,1,67,149.0,9.716968827442285
1,NSHD,10-16 February 1944,1944,0,1,68,161.0,10.499543498108778
1,NSHD,10-16 February 1944,1944,0,1,69,161.0,10.499543498108778
1,NSHD,10-16 February 1945,1945,0,1,25,9.0,0.5869310029998697
1,NSHD,10-16 February 1945,1945,0,1,26,3.0,0.1956436676666232
1,NSHD,10-16 February 1945,1945,0,1,27,13.0,0.8477892265553671
1,NSHD,10-16 February 1945,1945,0,1,28,2.0,0.13042911177774877
1,NSHD,10-16 February 1945,1945,0,1,29,5.0,0.326072779444372
1,NSHD,10-16 February 1945,1945,0,1,30,9.0,0.5869310029998697
1,NSHD,10-16 February 1945,1945,0,1,31,9.0,0.5869310029998697
1,NSHD,10-16 February 1945,1945,0,1,32,9.0,0.5869310029998697
1,NSHD,10-16 February 1945,1945,0,1,33,10.0,0.652145558888744
1,NSHD,10-16 February 1945,1945,0,1,34,10.0,0.652145558888744
1,NSHD,10-16 February 1945,1945,0,1,35,20.0,1.304291117777488
1,NSHD,10-16 February 1945,1945,0,1,36,13.0,0.8477892265553671
1,NSHD,10-16 February 1945,1945,0,1,37,14.0,0.9130037824442415
1,NSHD,10-16 February 1945,1945,0,1,38,13.0,0.8477892265553671
1,NSHD,10-16 February 1945,1945,0,1,39,19.0,1.2390765618886135
1,NSHD,10-16 February 1945,1945,0,1,40,16.0,1.0434328942219901
1,NSHD,10-16 February 1945,1945,0,1,41,15.0,0.978218338333116
1,NSHD,10-16 February 1945,1945,0,1,42,23.0,1.4999347854441112
1,NSHD,10-16 February 1945,1945,0,1,43,22.0,1.4347202295552368
1,NSHD,10-16 February 1945,1945,0,1,44,23.0,1.4999347854441112
1,NSHD,10-16 February 1945,1945,0,1,45,38.0,2.478153123777227
1,NSHD,10-16 February 1945,1945,0,1,46,33.0,2.152080344332855
1,NSHD,10-16 February 1945,1945,0,1,47,38.0,2.478153123777227
1,NSHD,10-16 February 1945,1945,0,1,48,24.0,1.5651493413329856
1,NSHD,10-16 February 1945,1945,0,1,49,51.0,3.3259423503325944
1,NSHD,10-16 February 1945,1945,0,1,50,54.0,3.5215860179992173
1,NSHD,10-16 February 1945,1945,0,1,51,47.0,3.0650841267770965
1,NSHD,10-16 February 1945,1945,0,1,52,58.0,3.782444241554715
1,NSHD,10-16 February 1945,1945,0,1,53,49.0,3.1955132385548453
1,NSHD,10-16 February 1945,1945,0,1,54,62.0,4.043302465110213
1,NSHD,10-16 February 1945,1945,0,1,55,52.0,3.3911569062214686
1,NSHD,10-16 February 1945,1945,0,1,56,69.0,4.499804356332333
1,NSHD,10-16 February 1945,1945,0,1,57,72.0,4.695448023998957
1,NSHD,10-16 February 1945,1945,0,1,58,69.0,4.499804356332333
1,NSHD,10-16 February 1945,1945,0,1,59,73.0,4.760662579887831
1,NSHD,10-16 February 1945,1945,0,1,60,102.0,6.651884700665189
1,NSHD,10-16 February 1945,1945,0,1,61,72.0,4.695448023998957
1,NSHD,10-16 February 1945,1945,0,1,62,93.0,6.064953697665319
1,NSHD,10-16 February 1945,1945,0,1,63,111.0,7.2388157036650576
1,NSHD,10-16 February 1945,1945,0,1,64,103.0,6.717099256554063
1,NSHD,10-16 February 1945,1945,0,1,65,117.0,7.630103038998304
1,NSHD,10-16 February 1945,1945,0,1,66,110.0,7.173601147776184
1,NSHD,10-16 February 1945,1945,0,1,67,119.0,7.760532150776053
1,NSHD,10-16 February 1945,1945,0,1,68,154.0,10.043041606886657
1,NSHD,10-16 February 1946,1946,0,1,24,3.0,0.1956436676666232
1,NSHD,10-16 February 1946,1946,0,1,25,7.0,0.45650189122212076
1,NSHD,10-16 February 1946,1946,0,1,26,5.0,0.326072779444372
1,NSHD,10-16 February 1946,1946,0,1,27,9.0,0.5869310029998697
1,NSHD,10-16 February 1946,1946,0,1,28,8.0,0.5217164471109951
1,NSHD,10-16 February 1946,1946,0,1,29,11.0,0.7173601147776184
1,NSHD,10-16 February 1946,1946,0,1,30,9.0,0.5869310029998697
1,NSHD,10-16 February 1946,1946,0,1,31,10.0,0.652145558888744
1,NSHD,10-16 February 1946,1946,0,1,32,7.0,0.45650189122212076
1,NSHD,10-16 February 1946,1946,0,1,33,13.0,0.8477892265553671
1,NSHD,10-16 February 1946,1946,0,1,34,7.0,0.45650189122212076
1,NSHD,10-16 February 1946,1946,0,1,35,12.0,0.7825746706664928
1,NSHD,10-16 February 1946,1946,0,1,36,18.0,1.1738620059997393
1,NSHD,10-16 February 1946,1946,0,1,37,13.0,0.8477892265553671
1,NSHD,10-16 February 1946,1946,0,1,38,9.0,0.5869310029998697
1,NSHD,10-16 February 1946,1946,0,1,39,23.0,1.4999347854441112
1,NSHD,10-16 February 1946,1946,0,1,40,18.0,1.1738620059997393
1,NSHD,10-16 February 1946,1946,0,1,41,23.0,1.4999347854441112
1,NSHD,10-16 February 1946,1946,0,1,42,21.0,1.3695056736663622
1,NSHD,10-16 February 1946,1946,0,1,43,24.0,1.5651493413329856
1,NSHD,10-16 February 1946,1946,0,1,44,24.0,1.5651493413329856
1,NSHD,10-16 February 1946,1946,0,1,45,31.0,2.0216512325551066
1,NSHD,10-16 February 1946,1946,0,1,46,35.0,2.282509456110604
1,NSHD,10-16 February 1946,1946,0,1,47,31.0,2.0216512325551066
1,NSHD,10-16 February 1946,1946,0,1,48,39.0,2.5433676796661016
1,NSHD,10-16 February 1946,1946,0,1,49,29.0,1.8912221207773574
1,NSHD,10-16 February 1946,1946,0,1,50,57.0,3.7172296856658407
1,NSHD,10-16 February 1946,1946,0,1,51,47.0,3.0650841267770965
1,NSHD,10-16 February 1946,1946,0,1,52,46.0,2.9998695708882224
1,NSHD,10-16 February 1946,1946,0,1,53,44.0,2.8694404591104736
1,NSHD,10-16 February 1946,1946,0,1,54,51.0,3.3259423503325944
1,NSHD,10-16 February 1946,1946,0,1,55,62.0,4.043302465110213
1,NSHD,10-16 February 1946,1946,0,1,56,72.0,4.695448023998957
1,NSHD,10-16 February 1946,1946,0,1,57,65.0,4.238946132776836
1,NSHD,10-16 February 1946,1946,0,1,58,87.0,5.673666362332073
1,NSHD,10-16 February 1946,1946,0,1,59,92.0,5.999739141776445
1,NSHD,10-16 February 1946,1946,0,1,60,80.0,5.217164471109952
1,NSHD,10-16 February 1946,1946,0,1,61,79.0,5.151949915221077
1,NSHD,10-16 February 1946,1946,0,1,62,100.0,6.52145558888744
1,NSHD,10-16 February 1946,1946,0,1,63,106.0,6.912742924220686
1,NSHD,10-16 February 1946,1946,0,1,64,99.0,6.456241032998565
1,NSHD,10-16 February 1946,1946,0,1,65,124.0,8.086604930220426
1,NSHD,10-16 February 1946,1946,0,1,66,117.0,7.630103038998304
1,NSHD,10-16 February 1946,1946,0,1,67,128.0,8.347463153775921
1,NSHD,10-16 February 1947,1947,0,1,23,12.0,0.7825746706664928
1,NSHD,10-16 February 1947,1947,0,1,24,13.0,0.8477892265553671
1,NSHD,10-16 February 1947,1947,0,1,25,8.0,0.5217164471109951
1,NSHD,10-16 February 1947,1947,0,1,26,11.0,0.7173601147776184
1,NSHD,10-16 February 1947,1947,0,1,27,9.0,0.5869310029998697
1,NSHD,10-16 February 1947,1947,0,1,28,9.0,0.5869310029998697
1,NSHD,10-16 February 1947,1947,0,1,29,8.0,0.5217164471109951
1,NSHD,10-16 February 1947,1947,0,1,30,17.0,1.1086474501108647
1,NSHD,10-16 February 1947,1947,0,1,31,10.0,0.652145558888744
1,NSHD,10-16 February 1947,1947,0,1,32,22.0,1.4347202295552368
1,NSHD,10-16 February 1947,1947,0,1,33,14.0,0.9130037824442415
1,NSHD,10-16 February 1947,1947,0,1,34,14.0,0.9130037824442415
1,NSHD,10-16 February 1947,1947,0,1,35,8.0,0.5217164471109951
1,NSHD,10-16 February 1947,1947,0,1,36,11.0,0.7173601147776184
1,NSHD,10-16 February 1947,1947,0,1,37,13.0,0.8477892265553671
1,NSHD,10-16 February 1947,1947,0,1,38,17.0,1.1086474501108647
1,NSHD,10-16 February 1947,1947,0,1,39,25.0,1.63036389722186
1,NSHD,10-16 February 1947,1947,0,1,40,19.0,1.2390765618886135
1,NSHD,10-16 February 1947,1947,0,1,41,18.0,1.1738620059997393
1,NSHD,10-16 February 1947,1947,0,1,42,24.0,1.5651493413329856
1,NSHD,10-16 February 1947,1947,0,1,43,36.0,2.3477240119994787
1,NSHD,10-16 February 1947,1947,0,1,44,32.0,2.0868657884439803
1,NSHD,10-16 February 1947,1947,0,1,45,36.0,2.3477240119994787
1,NSHD,10-16 February 1947,1947,0,1,46,25.0,1.63036389722186
1,NSHD,10-16 February 1947,1947,0,1,47,36.0,2.3477240119994787
1,NSHD,10-16 February 1947,1947,0,1,48,44.0,2.8694404591104736
1,NSHD,10-16 February 1947,1947,0,1,49,45.0,2.9346550149993478
1,NSHD,10-16 February 1947,1947,0,1,50,50.0,3.26072779444372
1,NSHD,10-16 February 1947,1947,0,1,51,60.0,3.912873353332464
1,NSHD,10-16 February 1947,1947,0,1,52,61.0,3.9780879092213377
1,NSHD,10-16 February 1947,1947,0,1,53,64.0,4.173731576887961
1,NSHD,10-16 February 1947,1947,0,1,54,82.0,5.347593582887701
1,NSHD,10-16 February 1947,1947,0,1,55,84.0,5.478022694665449
1,NSHD,10-16 February 1947,1947,0,1,56,91.0,5.93452458588757
1,NSHD,10-16 February 1947,1947,0,1,57,85.0,5.543237250554324
1,NSHD,10-16 February 1947,1947,0,1,58,94.0,6.130168253554193
1,NSHD,10-16 February 1947,1947,0,1,59,103.0,6.717099256554063
1,NSHD,10-16 February 1947,1947,0,1,60,95.0,6.195382809443068
1,NSHD,10-16 February 1947,1947,0,1,61,132.0,8.60832137733142
1,NSHD,10-16 February 1947,1947,0,1,62,106.0,6.912742924220686
1,NSHD,10-16 February 1947,1947,0,1,63,124.0,8.086604930220426
1,NSHD,10-16 February 1947,1947,0,1,64,127.0,8.282248597887047
1,NSHD,10-16 February 1947,1947,0,1,65,140.0,9.130037824442416
1,NSHD,10-16 February 1947,1947,0,1,66,150.0,9.78218338333116
1,NSHD,10-16 February 1948,1948,0,1,22,7.0,0.45650189122212076
1,NSHD,10-16 February 1948,1948,0,1,23,10.0,0.652145558888744
1,NSHD,10-16 February 1948,1948,0,1,24,10.0,0.652145558888744
1,NSHD,10-16 February 1948,1948,0,1,25,12.0,0.7825746706664928
1,NSHD,10-16 February 1948,1948,0,1,26,6.0,0.3912873353332464
1,NSHD,10-16 February 1948,1948,0,1,27,5.0,0.326072779444372
1,NSHD,10-16 February 1948,1948,0,1,28,9.0,0.5869310029998697
1,NSHD,10-16 February 1948,1948,0,1,29,6.0,0.3912873353332464
1,NSHD,10-16 February 1948,1948,0,1,30,16.0,1.0434328942219901
1,NSHD,10-16 February 1948,1948,0,1,31,7.0,0.45650189122212076
1,NSHD,10-16 February 1948,1948,0,1,32,5.0,0.326072779444372
1,NSHD,10-16 February 1948,1948,0,1,33,12.0,0.7825746706664928
1,NSHD,10-16 February 1948,1948,0,1,34,11.0,0.7173601147776184
1,NSHD,10-16 February 1948,1948,0,1,35,11.0,0.7173601147776184
1,NSHD,10-16 February 1948,1948,0,1,36,19.0,1.2390765618886135
1,NSHD,10-16 February 1948,1948,0,1,37,15.0,0.978218338333116
1,NSHD,10-16 February 1948,1948,0,1,38,17.0,1.1086474501108647
1,NSHD,10-16 February 1948,1948,0,1,39,22.0,1.4347202295552368
1,NSHD,10-16 February 1948,1948,0,1,40,18.0,1.1738620059997393
1,NSHD,10-16 February 1948,1948,0,1,41,26.0,1.6955784531107343
1,NSHD,10-16 February 1948,1948,0,1,42,30.0,1.956436676666232
1,NSHD,10-16 February 1948,1948,0,1,43,22.0,1.4347202295552368
1,NSHD,10-16 February 1948,1948,0,1,44,37.0,2.4129385678883524
1,NSHD,10-16 February 1948,1948,0,1,45,34.0,2.2172949002217295
1,NSHD,10-16 February 1948,1948,0,1,46,45.0,2.9346550149993478
1,NSHD,10-16 February 1948,1948,0,1,47,26.0,1.6955784531107343
1,NSHD,10-16 February 1948,1948,0,1,48,43.0,2.804225903221599
1,NSHD,10-16 February 1948,1948,0,1,49,39.0,2.5433676796661016
1,NSHD,10-16 February 1948,1948,0,1,50,46.0,2.9998695708882224
1,NSHD,10-16 February 1948,1948,0,1,51,49.0,3.1955132385548453
1,NSHD,10-16 February 1948,1948,0,1,52,57.0,3.7172296856658407
1,NSHD,10-16 February 1948,1948,0,1,53,53.0,3.456371462110343
1,NSHD,10-16 February 1948,1948,0,1,54,65.0,4.238946132776836
1,NSHD,10-16 February 1948,1948,0,1,55,55.0,3.586800573888092
1,NSHD,10-16 February 1948,1948,0,1,56,65.0,4.238946132776836
1,NSHD,10-16 February 1948,1948,0,1,57,88.0,5.738880918220947
1,NSHD,10-16 February 1948,1948,0,1,58,82.0,5.347593582887701
1,NSHD,10-16 February 1948,1948,0,1,59,87.0,5.673666362332073
1,NSHD,10-16 February 1948,1948,0,1,60,85.0,5.543237250554324
1,NSHD,10-16 February 1948,1948,0,1,61,118.0,7.695317594887179
1,NSHD,10-16 February 1948,1948,0,1,62,101.0,6.586670144776314
1,NSHD,10-16 February 1948,1948,0,1,63,99.0,6.456241032998565
1,NSHD,10-16 February 1948,1948,0,1,64,125.0,8.1518194861093
1,NSHD,10-16 February 1948,1948,0,1,65,127.0,8.282248597887047
1,NSHD,10-16 March 1944,1944,0,2,26,5.0,0.326072779444372
1,NSHD,10-16 March 1944,1944,0,2,27,7.0,0.45650189122212076
1,NSHD,10-16 March 1944,1944,0,2,28,6.0,0.3912873353332464
1,NSHD,10-16 March 1944,1944,0,2,29,18.0,1.1738620059997393
1,NSHD,10-16 March 1944,1944,0,2,30,14.0,0.9130037824442415
1,NSHD,10-16 March 1944,1944,0,2,31,6.0,0.3912873353332464
1,NSHD,10-16 March 1944,1944,0,2,32,16.0,1.0434328942219901
1,NSHD,10-16 March 1944,1944,0,2,33,7.0,0.45650189122212076
1,NSHD,10-16 March 1944,1944,0,2,34,12.0,0.7825746706664928
1,NSHD,10-16 March 1944,1944,0,2,35,13.0,0.8477892265553671
1,NSHD,10-16 March 1944,1944,0,2,36,15.0,0.978218338333116
1,NSHD,10-16 March 1944,1944,0,2,37,14.0,0.9130037824442415
1,NSHD,10-16 March 1944,1944,0,2,38,8.0,0.5217164471109951
1,NSHD,10-16 March 1944,1944,0,2,39,16.0,1.0434328942219901
1,NSHD,10-16 March 1944,1944,0,2,40,16.0,1.0434328942219901
1,NSHD,10-16 March 1944,1944,0,2,41,18.0,1.1738620059997393
1,NSHD,10-16 March 1944,1944,0,2,42,19.0,1.2390765618886135
1,NSHD,10-16 March 1944,1944,0,2,43,30.0,1.956436676666232
1,NSHD,10-16 March 1944,1944,0,2,44,28.0,1.826007564888483
1,NSHD,10-16 March 1944,1944,0,2,45,30.0,1.956436676666232
1,NSHD,10-16 March 1944,1944,0,2,46,34.0,2.2172949002217295
1,NSHD,10-16 March 1944,1944,0,2,47,37.0,2.4129385678883524
1,NSHD,10-16 March 1944,1944,0,2,48,39.0,2.5433676796661016
1,NSHD,10-16 March 1944,1944,0,2,49,41.0,2.6737967914438503
1,NSHD,10-16 March 1944,1944,0,2,50,40.0,2.608582235554976
1,NSHD,10-16 March 1944,1944,0,2,51,50.0,3.26072779444372
1,NSHD,10-16 March 1944,1944,0,2,52,52.0,3.3911569062214686
1,NSHD,10-16 March 1944,1944,0,2,53,72.0,4.695448023998957
1,NSHD,10-16 March 1944,1944,0,2,54,69.0,4.499804356332333
1,NSHD,10-16 March 1944,1944,0,2,55,74.0,4.825877135776705
1,NSHD,10-16 March 1944,1944,0,2,56,73.0,4.760662579887831
1,NSHD,10-16 March 1944,1944,0,2,57,83.0,5.412808138776575
1,NSHD,10-16 March 1944,1944,0,2,58,93.0,6.064953697665319
1,NSHD,10-16 March 1944,1944,0,2,59,88.0,5.738880918220947
1,NSHD,10-16 March 1944,1944,0,2,60,84.0,5.478022694665449
1,NSHD,10-16 March 1944,1944,0,2,61,92.0,5.999739141776445
1,NSHD,10-16 March 1944,1944,0,2,62,122.0,7.956175818442675
1,NSHD,10-16 March 1944,1944,0,2,63,124.0,8.086604930220426
1,NSHD,10-16 March 1944,1944,0,2,64,123.0,8.02139037433155
1,NSHD,10-16 March 1944,1944,0,2,65,135.0,8.803965044998044
1,NSHD,10-16 March 1944,1944,0,2,66,137.0,8.934394156775792
1,NSHD,10-16 March 1944,1944,0,2,67,158.0,10.303899830442154
1,NSHD,10-16 March 1944,1944,0,2,68,159.0,10.369114386331029
1,NSHD,10-16 March 1944,1944,0,2,69,143.0,9.325681492109037
1,NSHD,10-16 March 1945,1945,0,2,25,6.0,0.3912873353332464
1,NSHD,10-16 March 1945,1945,0,2,26,8.0,0.5217164471109951
1,NSHD,10-16 March 1945,1945,0,2,27,9.0,0.5869310029998697
1,NSHD,10-16 March 1945,1945,0,2,28,5.0,0.326072779444372
1,NSHD,10-16 March 1945,1945,0,2,29,7.0,0.45650189122212076
1,NSHD,10-16 March 1945,1945,0,2,30,12.0,0.7825746706664928
1,NSHD,10-16 March 1945,1945,0,2,31,11.0,0.7173601147776184
1,NSHD,10-16 March 1945,1945,0,2,32,14.0,0.9130037824442415
1,NSHD,10-16 March 1945,1945,0,2,33,8.0,0.5217164471109951
1,NSHD,10-16 March 1945,1945,0,2,34,14.0,0.9130037824442415
1,NSHD,10-16 March 1945,1945,0,2,35,17.0,1.1086474501108647
1,NSHD,10-16 March 1945,1945,0,2,36,13.0,0.8477892265553671
1,NSHD,10-16 March 1945,1945,0,2,37,13.0,0.8477892265553671
1,NSHD,10-16 March 1945,1945,0,2,38,11.0,0.7173601147776184
1,NSHD,10-16 March 1945,1945,0,2,39,18.0,1.1738620059997393
1,NSHD,10-16 March 1945,1945,0,2,40,19.0,1.2390765618886135
1,NSHD,10-16 March 1945,1945,0,2,41,30.0,1.956436676666232
1,NSHD,10-16 March 1945,1945,0,2,42,18.0,1.1738620059997393
1,NSHD,10-16 March 1945,1945,0,2,43,17.0,1.1086474501108647
1,NSHD,10-16 March 1945,1945,0,2,44,32.0,2.0868657884439803
1,NSHD,10-16 March 1945,1945,0,2,45,28.0,1.826007564888483
1,NSHD,10-16 March 1945,1945,0,2,46,32.0,2.0868657884439803
1,NSHD,10-16 March 1945,1945,0,2,47,30.0,1.956436676666232
1,NSHD,10-16 March 1945,1945,0,2,48,32.0,2.0868657884439803
1,NSHD,10-16 March 1945,1945,0,2,49,42.0,2.7390113473327244
1,NSHD,10-16 March 1945,1945,0,2,50,42.0,2.7390113473327244
1,NSHD,10-16 March 1945,1945,0,2,51,50.0,3.26072779444372
1,NSHD,10-16 March 1945,1945,0,2,52,51.0,3.3259423503325944
1,NSHD,10-16 March 1945,1945,0,2,53,47.0,3.0650841267770965
1,NSHD,10-16 March 1945,1945,0,2,54,47.0,3.0650841267770965
1,NSHD,10-16 March 1945,1945,0,2,55,50.0,3.26072779444372
1,NSHD,10-16 March 1945,1945,0,2,56,65.0,4.238946132776836
1,NSHD,10-16 March 1945,1945,0,2,57,73.0,4.760662579887831
1,NSHD,10-16 March 1945,1945,0,2,58,79.0,5.151949915221077
1,NSHD,10-16 March 1945,1945,0,2,59,77.0,5.0215208034433285
1,NSHD,10-16 March 1945,1945,0,2,60,88.0,5.738880918220947
1,NSHD,10-16 March 1945,1945,0,2,61,84.0,5.478022694665449
1,NSHD,10-16 March 1945,1945,0,2,62,95.0,6.195382809443068
1,NSHD,10-16 March 1945,1945,0,2,63,103.0,6.717099256554063
1,NSHD,10-16 March 1945,1945,0,2,64,103.0,6.717099256554063
1,NSHD,10-16 March 1945,1945,0,2,65,113.0,7.369244815442807
1,NSHD,10-16 March 1945,1945,0,2,66,107.0,6.977957480109561
1,NSHD,10-16 March 1945,1945,0,2,67,149.0,9.716968827442285
1,NSHD,10-16 March 1945,1945,0,2,68,152.0,9.912612495108908
1,NSHD,10-16 March 1946,1946,0,2,24,6.0,0.3912873353332464
1,NSHD,10-16 March 1946,1946,0,2,25,9.0,0.5869310029998697
1,NSHD,10-16 March 1946,1946,0,2,26,10.0,0.652145558888744
1,NSHD,10-16 March 1946,1946,0,2,27,13.0,0.8477892265553671
1,NSHD,10-16 March 1946,1946,0,2,28,10.0,0.652145558888744
1,NSHD,10-16 March 1946,1946,0,2,29,10.0,0.652145558888744
1,NSHD,10-16 March 1946,1946,0,2,30,11.0,0.7173601147776184
1,NSHD,10-16 March 1946,1946,0,2,31,10.0,0.652145558888744
1,NSHD,10-16 March 1946,1946,0,2,32,9.0,0.5869310029998697
1,NSHD,10-16 March 1946,1946,0,2,33,14.0,0.9130037824442415
1,NSHD,10-16 March 1946,1946,0,2,34,13.0,0.8477892265553671
1,NSHD,10-16 March 1946,1946,0,2,35,15.0,0.978218338333116
1,NSHD,10-16 March 1946,1946,0,2,36,15.0,0.978218338333116
1,NSHD,10-16 March 1946,1946,0,2,37,21.0,1.3695056736663622
1,NSHD,10-16 March 1946,1946,0,2,38,12.0,0.7825746706664928
1,NSHD,10-16 March 1946,1946,0,2,39,20.0,1.304291117777488
1,NSHD,10-16 March 1946,1946,0,2,40,27.0,1.7607930089996087
1,NSHD,10-16 March 1946,1946,0,2,41,12.0,0.7825746706664928
1,NSHD,10-16 March 1946,1946,0,2,42,20.0,1.304291117777488
1,NSHD,10-16 March 1946,1946,0,2,43,17.0,1.1086474501108647
1,NSHD,10-16 March 1946,1946,0,2,44,30.0,1.956436676666232
1,NSHD,10-16 March 1946,1946,0,2,45,20.0,1.304291117777488
1,NSHD,10-16 March 1946,1946,0,2,46,29.0,1.8912221207773574
1,NSHD,10-16 March 1946,1946,0,2,47,32.0,2.0868657884439803
1,NSHD,10-16 March 1946,1946,0,2,48,41.0,2.6737967914438503
1,NSHD,10-16 March 1946,1946,0,2,49,45.0,2.9346550149993478
1,NSHD,10-16 March 1946,1946,0,2,50,37.0,2.4129385678883524
1,NSHD,10-16 March 1946,1946,0,2,51,36.0,2.3477240119994787
1,NSHD,10-16 March 1946,1946,0,2,52,61.0,3.9780879092213377
1,NSHD,10-16 March 1946,1946,0,2,53,53.0,3.456371462110343
1,NSHD,10-16 March 1946,1946,0,2,54,71.0,4.630233468110082
1,NSHD,10-16 March 1946,1946,0,2,55,76.0,4.956306247554454
1,NSHD,10-16 March 1946,1946,0,2,56,72.0,4.695448023998957
1,NSHD,10-16 March 1946,1946,0,2,57,86.0,5.608451806443198
1,NSHD,10-16 March 1946,1946,0,2,58,82.0,5.347593582887701
1,NSHD,10-16 March 1946,1946,0,2,59,83.0,5.412808138776575
1,NSHD,10-16 March 1946,1946,0,2,60,99.0,6.456241032998565
1,NSHD,10-16 March 1946,1946,0,2,61,80.0,5.217164471109952
1,NSHD,10-16 March 1946,1946,0,2,62,101.0,6.586670144776314
1,NSHD,10-16 March 1946,1946,0,2,63,91.0,5.93452458588757
1,NSHD,10-16 March 1946,1946,0,2,64,130.0,8.477892265553672
1,NSHD,10-16 March 1946,1946,0,2,65,128.0,8.347463153775921
1,NSHD,10-16 March 1946,1946,0,2,66,103.0,6.717099256554063
1,NSHD,10-16 March 1946,1946,0,2,67,152.0,9.912612495108908
1,NSHD,10-16 March 1947,1947,0,2,23,9.0,0.5869310029998697
1,NSHD,10-16 March 1947,1947,0,2,24,11.0,0.7173601147776184
1,NSHD,10-16 March 1947,1947,0,2,25,11.0,0.7173601147776184
1,NSHD,10-16 March 1947,1947,0,2,26,11.0,0.7173601147776184
1,NSHD,10-16 March 1947,1947,0,2,27,12.0,0.7825746706664928
1,NSHD,10-16 March 1947,1947,0,2,28,18.0,1.1738620059997393
1,NSHD,10-16 March 1947,1947,0,2,29,9.0,0.5869310029998697
1,NSHD,10-16 March 1947,1947,0,2,30,14.0,0.9130037824442415
1,NSHD,10-16 March 1947,1947,0,2,31,14.0,0.9130037824442415
1,NSHD,10-16 March 1947,1947,0,2,32,14.0,0.9130037824442415
1,NSHD,10-16 March 1947,1947,0,2,33,12.0,0.7825746706664928
1,NSHD,10-16 March 1947,1947,0,2,34,8.0,0.5217164471109951
1,NSHD,10-16 March 1947,1947,0,2,35,22.0,1.4347202295552368
1,NSHD,10-16 March 1947,1947,0,2,36,12.0,0.7825746706664928
1,NSHD,10-16 March 1947,1947,0,2,37,14.0,0.9130037824442415
1,NSHD,10-16 March 1947,1947,0,2,38,18.0,1.1738620059997393
1,NSHD,10-16 March 1947,1947,0,2,39,23.0,1.4999347854441112
1,NSHD,10-16 March 1947,1947,0,2,40,23.0,1.4999347854441112
