center_year,geography,race_label,sex_label,e0,e0_lo,e0_hi
2009,Statewide,Black,Male,71.18470958369738,70.66271611593436,71.80530126646214
2009,Statewide,Black,Female,76.92776212460136,76.443913631941,77.4679293435287
2009,Milwaukee,White,Male,76.96734342116318,76.69253977053796,77.24426538665922
2009,Milwaukee,White,Female,81.85956323057604,81.55590250297698,82.16242077623863
2009,Milwaukee,Black,Male,69.71297994901293,69.11930387124006,70.3248317538421
2009,Milwaukee,Black,Female,76.68026792431594,76.12008647762656,77.28020347807
2009,Dane,White,Male,79.89668167567474,79.51105384456937,80.2842333600388
2009,Dane,White,Female,83.90554001581663,83.53468258306977,84.28524358891151
2009,Dane,Black,Male,71.93635687382478,69.89964039418359,74.98564303043432
2009,Dane,Black,Female,76.70219054431705,74.77951119649389,79.87824886120093
2009,Rest_of_WI,White,Male,77.9625961914912,77.85075649424034,78.08265041355696
2009,Rest_of_WI,White,Female,82.62356771769286,82.5098032349963,82.73429039125142
2009,Rest_of_WI,Black,Male,75.004351962212,73.93233348695999,76.60781296602055
2009,Rest_of_WI,Black,Female,78.02708491735419,76.85364225926725,79.39777558334588
2010,Statewide,White,Male,78.07281930162146,77.95957253005965,78.18506235709204
2010,Statewide,White,Female,82.64701180189077,82.54057623271358,82.74625904008765
2010,Statewide,Black,Male,71.38479370346455,70.86331801495538,71.92735796837663
2010,Statewide,Black,Female,76.86570611127132,76.39801205162091,77.37641875913108
2010,Milwaukee,White,Male,77.09486721835047,76.80627298782787,77.36873309398521
2010,Milwaukee,White,Female,81.9652319408229,81.6591197489654,82.27582667565338
2010,Milwaukee,Black,Male,69.99335914674288,69.37178928417714,70.61166032793177
2010,Milwaukee,Black,Female,76.68435306740443,76.15912151374421,77.23479350692986
2010,Dane,White,Male,79.76128746332391,79.35688138307215,80.18608845968039
2010,Dane,White,Female,83.90983507666529,83.58011024710387,84.2611559129
2010,Dane,Black,Male,73.71238169172526,71.43903362256596,78.61347900048474
2010,Dane,Black,Female,77.58604020961562,75.30251908469036,80.65816863601509
2010,Rest_of_WI,White,Male,78.03597945813844,77.9143602711327,78.15038910075137
2010,Rest_of_WI,White,Female,82.61299908531305,82.48794592381972,82.71328905901893
2010,Rest_of_WI,Black,Male,74.54847522241768,73.47652770565374,75.85333111583645
2010,Rest_of_WI,Black,Female,77.47786721753883,76.1865391302317,78.87604518126055
2011,Statewide,White,Male,78.10878377558166,78.00362853837355,78.2118079134268
2011,Statewide,White,Female,82.50229430393267,82.39231464802594,82.60557558127009
2011,Statewide,Black,Male,71.5580070383007,71.0615490524226,72.13285074462082
2011,Statewide,Black,Female,76.58314659288288,76.05152670590245,77.04785834814821
2011,Milwaukee,White,Male,77.28082061577933,76.9887224892592,77.57898449842774
2011,Milwaukee,White,Female,81.75997839021576,81.49896003341969,82.04111129218444
2011,Milwaukee,Black,Male,70.1975461131555,69.64876839738831,70.80163844172644
2011,Milwaukee,Black,Female,76.61431584116862,76.10610030540703,77.22921831703118
2011,Dane,White,Male,79.69655395025286,79.34264795837821,80.08015498294468
2011,Dane,White,Female,83.66333697345834,83.2942341931215,84.01725925478233
2011,Dane,Black,Male,73.84448813692364,71.62498316405122,78.47280395558623
2011,Dane,Black,Female,76.54180500770529,74.71596162457978,79.9299676384382
2011,Rest_of_WI,White,Male,78.05667746986411,77.93964295245189,78.17852965546444
2011,Rest_of_WI,White,Female,82.48188188770291,82.35540026088393,82.60033257888303
2011,Rest_of_WI,Black,Male,74.36576736711939,73.36840079454377,75.614837088487
2011,Rest_of_WI,Black,Female,76.22448941059132,75.10771112665327,77.39918426246055
2012,Statewide,White,Male,78.0889493560915,77.98031591859603,78.19230756402389
2012,Statewide,White,Female,82.37670856469713,82.27043977492502,82.47540403426645
2012,Statewide,Black,Male,71.62156211472194,71.14292892582125,72.18751033687559
2012,Statewide,Black,Female,76.5141708991307,76.0604992603078,77.0151867654195
2012,Milwaukee,White,Male,77.2955430772201,77.01162941393854,77.56735846738691
2012,Milwaukee,White,Female,81.78990848106996,81.50489120046899,82.05245855464887
2012,Milwaukee,Black,Male,70.07203576064113,69.43723189901328,70.64395179224437
2012,Milwaukee,Black,Female,76.45945775111691,75.89974321956421,76.99258358175432
2012,Dane,White,Male,79.56020280303592,79.17616266849022,79.96470806311444
2012,Dane,White,Female,83.60559302182202,83.24842133314861,83.97451090541215
2012,Dane,Black,Male,74.08973690322857,72.18975666133903,77.85197204856354
2012,Dane,Black,Female,76.35752934181232,74.44562532958615,79.80624901512225
2012,Rest_of_WI,White,Male,78.03519515723285,77.93855511118966,78.15439730284514
2012,Rest_of_WI,White,Female,82.32976372882726,82.22202423479179,82.44527515396312
2012,Rest_of_WI,Black,Male,74.79918622300903,73.63553621309153,76.19022533447423
2012,Rest_of_WI,Black,Female,76.45694020321699,75.27862058289615,77.64578538798554
2013,Statewide,White,Male,78.16352730467095,78.06544528880043,78.27236451775302
2013,Statewide,White,Female,82.37546958156813,82.2679924343411,82.46519903642502
2013,Statewide,Black,Male,71.64153687094532,71.13445812872405,72.16733056394978
2013,Statewide,Black,Female,76.48245484309895,76.0125446438466,76.99050256970085
2013,Milwaukee,White,Male,77.56275244969824,77.29026563860728,77.86750629747466
2013,Milwaukee,White,Female,81.99075311455437,81.72382007711444,82.26492548487516
2013,Milwaukee,Black,Male,69.86737203590272,69.26467339229826,70.4762926655412
2013,Milwaukee,Black,Female,76.36439535926931,75.88711214153055,76.94917626005262
2013,Dane,White,Male,79.74292562931062,79.43219206446675,80.08776521200961
2013,Dane,White,Female,83.40027250662679,83.05264275447787,83.74665394566472
2013,Dane,Black,Male,74.00879529289425,72.09437598571168,77.60453567173992
2013,Dane,Black,Female,75.94271815924712,74.04497998936354,78.52895846497339
2013,Rest_of_WI,White,Male,78.06135291352993,77.9420829671858,78.17163174908734
2013,Rest_of_WI,White,Female,82.31235000157504,82.19901843012674,82.42061932496897
2013,Rest_of_WI,Black,Male,75.18439052623795,74.13387669461261,76.51838813649003
2013,Rest_of_WI,Black,Female,76.71315214648541,75.66456690352683,78.01107663305451
2014,Statewide,White,Male,78.0788194499375,77.9767705953423,78.187278457839
2014,Statewide,White,Female,82.3124635639197,82.21133837733527,82.40184448737601
2014,Statewide,Black,Male,71.3438975155272,70.86404735313785,71.86325137954962
2014,Statewide,Black,Female,76.78700342644763,76.32050140693752,77.3107380472354
2014,Milwaukee,White,Male,77.53074859804154,77.20482911233655,77.82010157279383
2014,Milwaukee,White,Female,82.2256332236945,81.95430665117583,82.51010814272696
2014,Milwaukee,Black,Male,69.47779236570229,68.9392021552584,70.09208269934113
2014,Milwaukee,Black,Female,76.36660643794731,75.83426817326986,76.94791679881985
2014,Dane,White,Male,79.86596346440952,79.49463521553378,80.22234273357167
2014,Dane,White,Female,83.41434991796561,83.06065906357377,83.77112057903962
2014,Dane,Black,Male,73.37575352765128,71.43295680420533,78.17812373670567
2014,Dane,Black,Female,77.97289718462837,76.22947669272625,80.73665405205998
2014,Rest_of_WI,White,Male,77.95105536063548,77.82385997020445,78.0650826115895
2014,Rest_of_WI,White,Female,82.20229539132986,82.08876108597319,82.32737484255604
2014,Rest_of_WI,Black,Male,75.57094616582381,74.36024052569175,76.93439595861517
2014,Rest_of_WI,Black,Female,77.88024336313276,76.63441787594023,79.2745868477425
2015,Statewide,White,Male,78.06355691460631,77.9704201617678,78.16327776631907
2015,Statewide,White,Female,82.24279391278633,82.14741241121924,82.34642883727498
2015,Statewide,Black,Male,70.8413700353761,70.32485191529707,71.34350900230459
2015,Statewide,Black,Female,76.6704612995731,76.20220680607467,77.19213118459444
2015,Milwaukee,White,Male,77.68757770165472,77.36648371367909,78.0145839934739
2015,Milwaukee,White,Female,82.19084798461924,81.9008366048945,82.46181367465785
2015,Milwaukee,Black,Male,69.0139383517645,68.37567324705613,69.59516009452811
2015,Milwaukee,Black,Female,76.18610478253487,75.5614972335782,76.7925784809859
2015,Dane,White,Male,80.20768117966259,79.85943062222967,80.5723733201474
2015,Dane,White,Female,83.45524817626875,83.13488380234327,83.78166941696834
2015,Dane,Black,Male,71.68241848453114,70.02457768533588,75.49400098275328
2015,Dane,Black,Female,77.82986459491973,76.04640519742149,80.24396364873745
2015,Rest_of_WI,White,Male,77.88385013264258,77.77784111087584,78.00027063220593
2015,Rest_of_WI,White,Female,82.11764048432649,82.00675282221377,82.22812575871349
2015,Rest_of_WI,Black,Male,74.99087705155256,73.79870192346463,76.28156767079469
2015,Rest_of_WI,Black,Female,77.97190875852066,76.802569332653,79.34000642843942
2016,Statewide,White,Male,77.94638684937458,77.85297241153856,78.05472703338408
2016,Statewide,White,Female,82.2549568220383,82.15960798457246,82.35204860558827
2016,Statewide,Black,Male,70.0347350481868,69.5795711041367,70.55462545228764
2016,Statewide,Black,Female,76.5321639914842,76.05104131801792,77.01905484203238
2016,Milwaukee,White,Male,77.48161900529563,77.18734129484515,77.78428653213024
2016,Milwaukee,White,Female,82.0525753815963,81.76866316176762,82.34806623863486
2016,Milwaukee,Black,Male,68.25103160463057,67.62924995666425,68.89808846295769
2016,Milwaukee,Black,Female,75.9497327388596,75.44906333854382,76.54703869534052
2016,Dane,White,Male,80.20866065150872,79.87369763206932,80.55407013898966
2016,Dane,White,Female,83.72614281059538,83.36627645524483,84.09468075339869
2016,Dane,Black,Male,71.70676045564083,69.70062648797654,78.93419044267151
2016,Dane,Black,Female,78.29874657958717,76.58792547427755,80.52617970584267
2016,Rest_of_WI,White,Male,77.77554030728287,77.65177562593789,77.89454479147021
2016,Rest_of_WI,White,Female,82.13251802978189,82.01044955319387,82.24951510424269
2016,Rest_of_WI,Black,Male,73.93826901288115,72.85718857255239,75.16235366264138
2016,Rest_of_WI,Black,Female,77.8055967007846,76.69733894488128,79.09889627024873
